sheet	line	bytes	tag	reason
app/app.css	393	143	WHY	at most three lines; kept as written
app/app.css	397	364	WHY	hit target and AA floor distinction kept
app/app.css	409	119	WHY	at most three lines; kept as written
app/app.css	426	398	WHY	naming and easing rules kept
app/app.css	433	255	WHY	trimmed to three lines
app/app.css	438	155	WHY	at most three lines; kept as written
app/app.css	441	360	WHY	fade window and the not-the-reveal rule kept
app/app.css	448	115	WHY	at most three lines; kept as written
app/app.css	457	1334	WHY	copy-not-derive, role naming, resolution order and parity kept; ratification date moved
app/app.css	487	160	WHY	at most three lines; kept as written
app/app.css	491	652	WHY	exemption and cue rules kept; ratios are check:contrast's; the deleted token is history
app/app.css	506	62	WHY	at most three lines; kept as written
app/app.css	517	796	WHY	chrome measuring rule and logo binding kept; ratios are check:contrast's; provisional review history moved
app/app.css	535	829	WHY	opaque-scrim reason kept; glass floor figures moved
app/app.css	572	200	WHY	decorative-only rule kept; deleted variants are history
app/app.css	577	774	WHY	reversible-versus-irreversible distinction kept; mockup ratios are check:contrast's
app/app.css	592	45	WHY	at most three lines; kept as written
app/app.css	595	263	WHY	trimmed to three lines
app/app.css	606	200	WHY	role-name reason kept; the build-number state claim removed
app/app.css	609	50	WHY	at most three lines; kept as written
app/app.css	611	58	WHY	at most three lines; kept as written
app/app.css	613	42	WHY	at most three lines; kept as written
app/app.css	615	71	WHY	at most three lines; kept as written
app/app.css	618	94	WHY	at most three lines; kept as written
app/app.css	620	75	WHY	at most three lines; kept as written
app/app.css	622	51	WHY	at most three lines; kept as written
app/app.css	624	50	WHY	at most three lines; kept as written
app/app.css	627	56	WHY	at most three lines; kept as written
app/app.css	641	162	WHY	at most three lines; kept as written
app/app.css	644	43	WHY	at most three lines; kept as written
app/app.css	652	56	WHY	at most three lines; kept as written
app/app.css	658	46	WHY	at most three lines; kept as written
app/app.css	661	34	WHY	at most three lines; kept as written
app/app.css	670	268	WHY	trimmed to three lines
app/app.css	674	39	WHY	at most three lines; kept as written
app/app.css	676	35	WHY	at most three lines; kept as written
app/app.css	678	37	WHY	at most three lines; kept as written
app/app.css	680	35	WHY	at most three lines; kept as written
app/app.css	682	39	WHY	at most three lines; kept as written
app/app.css	685	467	WHY	one-token reason kept; bar removal and ruling 6 history moved
app/app.css	692	39	WHY	at most three lines; kept as written
app/app.css	696	146	WHY	at most three lines; kept as written
app/app.css	702	66	WHY	at most three lines; kept as written
app/app.css	707	154	WHY	at most three lines; kept as written
app/app.css	727	415	WHY	no-new-surface and ring rule kept; ratios are check:contrast's
app/app.css	739	56	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	767	205	WHY	mirror reason kept; ratio figures are check:contrast's
app/app.css	782	68	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	783	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	785	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	787	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	789	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	792	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	794	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	796	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	798	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	801	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	815	65	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	816	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	824	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	830	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	833	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	842	63	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	843	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	845	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	847	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	849	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	851	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	854	65	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	855	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	860	254	WHY	trimmed to three lines
app/app.css	881	142	WHY	at most three lines; kept as written
app/app.css	891	50	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	898	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	926	189	WHY	at most three lines; kept as written
app/app.css	941	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	942	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	944	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	946	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	948	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	951	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	953	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	955	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	957	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	960	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	974	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	975	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	983	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	989	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	992	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1001	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1002	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1004	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1006	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1008	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1010	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1013	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1014	39	WHY	pointer; its line number was stale, so it now names the block instead
app/app.css	1018	1220	WHY	placement, gate-order and @property whys kept
app/app.css	1043	192	WHY	at most three lines; kept as written
app/app.css	1053	310	WHY	trimmed
app/app.css	1069	258	WHY	trimmed to three lines
app/app.css	1081	575	WHY	narrow-tier and literal-hex rules kept
app/app.css	1109	576	WHY	trimmed
app/app.css	1119	641	WHY	trimmed
app/app.css	1147	258	WHY	promotion date moved
app/app.css	1156	186	WHY	at most three lines; kept as written
app/app.css	1163	127	WHY	at most three lines; kept as written
app/app.css	1169	275	WHY	trimmed to three lines
app/app.css	1178	406	WHY	trimmed
app/app.css	1196	142	WHY	at most three lines; kept as written
app/app.css	1202	139	WHY	at most three lines; kept as written
app/app.css	1220	737	WHY	placement whys kept; amendment date and old value moved
app/app.css	1242	762	WHY	CVD grounds, exemption and specificity kept; decision date moved
app/app.css	1254	282	WHY	trimmed to three lines
app/app.css	1281	83	WHY	at most three lines; kept as written
app/app.css	1311	230	WHY	at most three lines; kept as written
app/app.css	1320	805	WHY	placement trade and one-card-owner kept; byte sizes moved
app/app.css	1342	199	WHY	at most three lines; kept as written
app/app.css	1362	238	WHY	trimmed to three lines
app/app.css	1379	246	WHY	a count in an example is a number that rots; trimmed
app/app.css	1478	870	WHY	outline rule, inset ring and danger exclusion kept; ring ratios are measurements
app/app.css	1501	594	WHY	trimmed
app/app.css	1514	602	WHY	cascade and token-path whys kept; split history moved
app/app.css	1523	2397	WHY	import mechanism why kept; split measurements and postcss proof moved
app/styles/admin-editor-feedback.css	1	438	WHY	cascade rule kept; split history moved
app/styles/admin-editor-feedback.css	11	687	WHY	trimmed
app/styles/admin-editor-feedback.css	52	210	WHY	at most three lines; kept as written
app/styles/admin-editor-feedback.css	82	333	WHY	trimmed to three lines
app/styles/admin-editor-feedback.css	96	216	WHY	at most three lines; kept as written
app/styles/admin-editor-feedback.css	105	668	WHY	trimmed
app/styles/admin-editor-feedback.css	141	211	WHY	at most three lines; kept as written
app/styles/admin-editor.css	1	466	WHY	cascade rule kept; split history moved
app/styles/admin-editor.css	11	521	WHY	trimmed
app/styles/admin-editor.css	35	198	WHY	at most three lines; kept as written
app/styles/admin-editor.css	38	510	WHY	trimmed; the 1280px wrap is history
app/styles/admin-editor.css	54	681	WHY	scrollport rule kept; the dated elementFromPoint finding moved
app/styles/admin-editor.css	86	310	WHY	trimmed
app/styles/admin-editor.css	102	144	WHY	at most three lines; kept as written
app/styles/admin-editor.css	162	239	WHY	at most three lines; kept as written
app/styles/admin-editor.css	190	465	WHY	trimmed
app/styles/admin-editor.css	209	420	WHY	declared-height reason kept; uploader anecdote moved
app/styles/admin-editor.css	224	136	WHY	at most three lines; kept as written
app/styles/admin-editor.css	232	146	WHY	at most three lines; kept as written
app/styles/admin-editor.css	241	123	WHY	at most three lines; kept as written
app/styles/admin-editor.css	250	410	WHY	trimmed
app/styles/admin-editor.css	267	565	WHY	trimmed
app/styles/admin-editor.css	289	208	WHY	at most three lines; kept as written
app/styles/admin-editor.css	389	153	WHY	at most three lines; kept as written
app/styles/admin-editor.css	395	231	WHY	trimmed to two lines
app/styles/admin-editor.css	414	229	WHY	at most three lines; kept as written
app/styles/admin-editor.css	425	214	WHY	at most three lines; kept as written
app/styles/admin-editor.css	447	138	WHY	at most three lines; kept as written
app/styles/admin-editor.css	449	404	WHY	prohibition kept; the 20rem history moved
app/styles/admin-editor.css	489	133	WHY	at most three lines; kept as written
app/styles/admin-editor.css	501	79	WHY	at most three lines; kept as written
app/styles/admin-editor.css	513	222	WHY	at most three lines; kept as written
app/styles/admin-editor.css	526	71	WHY	at most three lines; kept as written
app/styles/admin-editor.css	572	141	WHY	at most three lines; kept as written
app/styles/admin-editor.css	574	222	WHY	at most three lines; kept as written
app/styles/admin-editor.css	597	283	WHY	trimmed to three lines
app/styles/admin-editor.css	616	71	WHY	at most three lines; kept as written
app/styles/admin-editor.css	629	202	WHY	at most three lines; kept as written
app/styles/admin-editor.css	680	195	WHY	at most three lines; kept as written
app/styles/admin-editor.css	693	95	WHY	at most three lines; kept as written
app/styles/admin-editor.css	726	208	WHY	at most three lines; kept as written
app/styles/admin-editor.css	734	68	WHY	at most three lines; kept as written
app/styles/admin-editor.css	793	292	WHY	trimmed to three lines
app/styles/admin-editor.css	812	253	WHY	trimmed to three lines
app/styles/admin-editor.css	820	211	WHY	at most three lines; kept as written
app/styles/admin-editor.css	829	583	WHY	dialog and border rules kept; session history moved
app/styles/admin-editor.css	857	193	WHY	at most three lines; kept as written
app/styles/admin-editor.css	924	450	WHY	trimmed
app/styles/admin-history.css	1	418	WHY	cascade rule kept; split history moved
app/styles/admin-history.css	11	81	WHY	at most three lines; kept as written
app/styles/admin-history.css	69	385	WHY	trimmed
app/styles/admin-media-later.css	1	671	WHY	reorder reason kept; split history moved
app/styles/admin-media-later.css	11	1663	WHY	placement why kept; the move and its winner measurement moved
app/styles/admin-media-later.css	37	1240	WHY	token mapping and rule 1 kept; mockup literals moved
app/styles/admin-media-later.css	64	157	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	86	320	WHY	trimmed
app/styles/admin-media-later.css	98	287	WHY	trimmed
app/styles/admin-media-later.css	113	241	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	116	303	WHY	trimmed
app/styles/admin-media-later.css	145	56	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	160	227	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	167	699	WHY	undeclared-token trap kept
app/styles/admin-media-later.css	204	393	WHY	trimmed
app/styles/admin-media-later.css	219	134	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	254	334	WHY	trimmed
app/styles/admin-media-later.css	309	234	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	316	81	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	331	78	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	344	588	WHY	trimmed; mockup literals moved
app/styles/admin-media-later.css	354	80	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	359	157	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	371	188	WHY	trimmed to two lines
app/styles/admin-media-later.css	402	212	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	477	204	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	502	64	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	550	376	WHY	pointer-events and token whys kept; mockup literals and ratio moved
app/styles/admin-media-later.css	583	238	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	596	242	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	603	59	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	612	320	WHY	refusal kept; session label moved
app/styles/admin-media-later.css	619	381	HISTORY	y positions and removed rows: a dated measurement of a fixed layout
app/styles/admin-media-later.css	634	78	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	639	441	NUMBER	gap measurements vs mockup; no gate; the scoping why stays
app/styles/admin-media-later.css	668	210	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	677	626	WHY	selection-is-a-mode why kept; old position and ratio moved
app/styles/admin-media-later.css	697	487	NUMBER	measured box sizes at 56 and 64rem; no gate; the prohibition stays
app/styles/admin-media-later.css	727	150	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	752	142	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	758	1470	WHY	families-are-Dustin's rule kept; the false first draft and CSP narrative moved
app/styles/admin-media-later.css	787	133	HISTORY	old values of a replaced rule
app/styles/admin-media-later.css	796	237	WHY	old value moved
app/styles/admin-media-later.css	807	297	NUMBER	row height arithmetic against the mockup; no gate
app/styles/admin-media-later.css	824	296	WHY	trimmed
app/styles/admin-media-later.css	834	370	WHY	trimmed
app/styles/admin-media-later.css	849	125	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	864	153	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	873	81	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	922	157	WHY	at most three lines; kept as written
app/styles/admin-media-later.css	929	78	WHY	at most three lines; kept as written
app/styles/admin-media.css	1	500	WHY	cascade rule kept; split history moved
app/styles/admin-media.css	11	453	WHY	trimmed
app/styles/admin-media.css	18	1616	NUMBER	column table from one rendering; no gate asserts it and check:admin-ui cannot see styling
app/styles/admin-media.css	46	836	NUMBER	the 1629ms median is a dated measurement; the behaviour whys stay
app/styles/admin-media.css	62	142	WHY	at most three lines; kept as written
app/styles/admin-media.css	88	737	WHY	min() correctness and the tile-size prohibition kept; column and filename counts moved
app/styles/admin-media.css	107	140	WHY	at most three lines; kept as written
app/styles/admin-media.css	115	345	WHY	trimmed
app/styles/admin-media.css	121	483	WHY	load-bearing rule kept; the shipped-defect measurements moved
app/styles/admin-media.css	132	949	WHY	floor why and undeclared-token trap kept; row counts moved
app/styles/admin-media.css	147	310	WHY	trimmed
app/styles/admin-media.css	163	236	WHY	at most three lines; kept as written
app/styles/admin-media.css	171	457	WHY	the removed squash is history; the 3:2 reason stays
app/styles/admin-media.css	178	201	WHY	row counts moved
app/styles/admin-media.css	193	372	WHY	trimmed
app/styles/admin-media.css	218	321	WHY	the mockup ratio is a measurement; the text floor rule stays
app/styles/admin-media.css	236	313	WHY	trimmed
app/styles/admin-media.css	261	500	WHY	load-bearing rule kept; measured widths moved
app/styles/admin-media.css	277	521	WHY	trimmed
app/styles/admin-media.css	293	374	WHY	trimmed
app/styles/admin-media.css	313	218	WHY	at most three lines; kept as written
app/styles/admin-media.css	317	905	WHY	the containing-block fix kept; scroll-height measurements moved
app/styles/admin-media.css	338	452	WHY	the reset reason kept; the pixel accounting moved
app/styles/admin-media.css	350	929	WHY	square-versus-label rule kept; overflow measurements moved
app/styles/admin-media.css	394	356	WHY	trimmed
app/styles/admin-media.css	406	315	WHY	trimmed
app/styles/admin-media.css	412	1561	WHY	fixed-drawer and dvh whys kept; the failed in-flow panel's measurements moved
app/styles/admin-media.css	456	63	WHY	at most three lines; kept as written
app/styles/admin-media.css	462	305	WHY	trimmed
app/styles/admin-media.css	479	463	WHY	trimmed
app/styles/admin-media.css	496	156	WHY	at most three lines; kept as written
app/styles/admin-media.css	531	317	WHY	trimmed
app/styles/admin-media.css	540	933	WHY	the three refusal grounds kept briefly; the first attempt and mockup value moved
app/styles/admin-media.css	565	520	WHY	trimmed
app/styles/admin-media.css	578	443	WHY	trimmed
app/styles/admin-media.css	602	210	WHY	the old token name is history
app/styles/admin-media.css	637	79	WHY	at most three lines; kept as written
app/styles/admin-media.css	642	155	WHY	at most three lines; kept as written
app/styles/admin-media.css	678	202	WHY	at most three lines; kept as written
app/styles/admin-media.css	711	135	WHY	at most three lines; kept as written
app/styles/admin-media.css	761	602	WHY	border law and no-imitation rule kept
app/styles/admin-media.css	786	156	WHY	at most three lines; kept as written
app/styles/admin-media.css	802	164	WHY	at most three lines; kept as written
app/styles/admin-media.css	816	106	WHY	at most three lines; kept as written
app/styles/admin-media.css	864	221	WHY	at most three lines; kept as written
app/styles/admin-media.css	896	483	WHY	trimmed
app/styles/admin-media.css	935	428	WHY	mockup ratios moved; the fill-not-hairline rule stays
app/styles/admin-media.css	955	132	WHY	at most three lines; kept as written
app/styles/admin-media.css	966	249	WHY	trimmed
app/styles/admin-media.css	977	62	WHY	at most three lines; kept as written
app/styles/admin-media.css	999	219	WHY	session label moved
app/styles/admin-media.css	1016	136	WHY	at most three lines; kept as written
app/styles/admin-media.css	1032	221	WHY	at most three lines; kept as written
app/styles/admin-media.css	1052	221	WHY	at most three lines; kept as written
app/styles/admin-media.css	1064	676	WHY	the rebuilt-softness rule kept; the mockup's failing ratios moved
app/styles/admin-media.css	1089	135	WHY	at most three lines; kept as written
app/styles/admin-media.css	1123	233	WHY	at most three lines; kept as written
app/styles/admin-media.css	1134	145	WHY	at most three lines; kept as written
app/styles/admin-media.css	1193	201	WHY	at most three lines; kept as written
app/styles/admin-media.css	1204	634	WHY	trimmed; ratios moved
app/styles/admin-media.css	1214	737	WHY	the pair ratios are check:contrast's; row counts moved
app/styles/admin-media.css	1257	292	WHY	trimmed
app/styles/admin-media.css	1273	555	WHY	trimmed
app/styles/admin-media.css	1284	434	WHY	trimmed
app/styles/admin-media.css	1294	404	WHY	trimmed
app/styles/admin-media.css	1317	284	WHY	trimmed
app/styles/admin-media.css	1322	392	WHY	trimmed
app/styles/admin-media.css	1336	377	WHY	trimmed
app/styles/admin-media.css	1355	356	NUMBER	measured bar heights; no gate; the why stays
app/styles/admin-media.css	1361	231	WHY	at most three lines; kept as written
app/styles/admin-media.css	1368	153	WHY	at most three lines; kept as written
app/styles/admin-media.css	1394	99	WHY	at most three lines; kept as written
app/styles/admin-media.css	1401	229	WHY	at most three lines; kept as written
app/styles/admin-media.css	1423	283	WHY	trimmed
app/styles/admin-media.css	1431	467	WHY	trimmed
app/styles/admin-media.css	1438	943	WHY	one-tree and reveal rules kept; the before-state narrative moved
app/styles/admin-media.css	1469	140	WHY	at most three lines; kept as written
app/styles/admin-media.css	1475	298	WHY	trimmed
app/styles/admin-media.css	1503	155	WHY	at most three lines; kept as written
app/styles/admin-media.css	1538	140	WHY	at most three lines; kept as written
app/styles/admin-media.css	1557	157	WHY	at most three lines; kept as written
app/styles/admin-media.css	1570	146	WHY	at most three lines; kept as written
app/styles/admin-media.css	1577	252	WHY	trimmed
app/styles/admin-media.css	1588	501	WHY	no-token rule kept; the arc tally moved
app/styles/admin-media.css	1598	127	WHY	at most three lines; kept as written
app/styles/admin-media.css	1620	142	WHY	at most three lines; kept as written
app/styles/admin-media.css	1627	439	NUMBER	checkbox geometry is in the declaration; the why stays
app/styles/admin-media.css	1637	687	WHY	trimmed
app/styles/admin-media.css	1652	290	WHY	trimmed
app/styles/admin-media.css	1665	592	WHY	the separate-grids reason kept; track values are in the declaration
app/styles/admin-media.css	1685	295	WHY	the mockup ratio moved
app/styles/admin-media.css	1694	227	WHY	mockup ratios moved
app/styles/admin-media.css	1717	230	WHY	at most three lines; kept as written
app/styles/admin-media.css	1725	226	WHY	at most three lines; kept as written
app/styles/admin-media.css	1736	609	WHY	the positional-selector prohibition kept; the first-render defect moved
app/styles/admin-media.css	1761	599	WHY	the reset reason kept; the measured slab moved
app/styles/admin-media.css	1772	677	WHY	seam rule kept; the ratios are measurements
app/styles/admin-media.css	1791	192	WHY	at most three lines; kept as written
app/styles/admin-media.css	1808	217	WHY	at most three lines; kept as written
app/styles/admin-media.css	1825	63	WHY	at most three lines; kept as written
app/styles/admin-media.css	1834	456	WHY	trimmed
app/styles/admin-media.css	1857	149	WHY	at most three lines; kept as written
app/styles/admin-media.css	1880	319	WHY	trimmed to three lines
app/styles/admin-media.css	1892	491	HISTORY	records a removed rule; nothing in the sheet depends on it
app/styles/admin-media.css	1907	172	WHY	at most three lines; kept as written
app/styles/admin-media.css	1918	193	WHY	at most three lines; kept as written
app/styles/admin-media.css	1926	229	WHY	at most three lines; kept as written
app/styles/admin-media.css	1934	840	WHY	column-drop rules kept; the width arithmetic moved
app/styles/admin-media.css	1954	113	WHY	at most three lines; kept as written
app/styles/admin-media.css	1964	385	WHY	trimmed
app/styles/admin-media.css	1990	229	WHY	at most three lines; kept as written
app/styles/admin-media.css	2007	107	WHY	at most three lines; kept as written
app/styles/admin-media.css	2086	140	WHY	at most three lines; kept as written
app/styles/admin-media.css	2098	78	WHY	at most three lines; kept as written
app/styles/admin-media.css	2138	211	WHY	at most three lines; kept as written
app/styles/admin-media.css	2162	271	WHY	trimmed to three lines
app/styles/admin-posts.css	1	482	WHY	cascade rule kept; split history moved
app/styles/admin-posts.css	11	80	WHY	at most three lines; kept as written
app/styles/admin-posts.css	20	145	WHY	at most three lines; kept as written
app/styles/admin-posts.css	26	298	WHY	trimmed
app/styles/admin-posts.css	47	153	WHY	at most three lines; kept as written
app/styles/admin-posts.css	61	238	WHY	at most three lines; kept as written
app/styles/admin-posts.css	67	121	WHY	at most three lines; kept as written
app/styles/admin-posts.css	83	123	WHY	at most three lines; kept as written
app/styles/admin-posts.css	89	156	WHY	at most three lines; kept as written
app/styles/admin-posts.css	95	239	WHY	trimmed to three lines
app/styles/admin-posts.css	116	132	WHY	at most three lines; kept as written
app/styles/admin-posts.css	134	245	WHY	trimmed
app/styles/admin-posts.css	154	176	WHY	at most three lines; kept as written
app/styles/admin-posts.css	186	55	WHY	at most three lines; kept as written
app/styles/admin-posts.css	215	322	WHY	ratios are check:contrast's
app/styles/admin-posts.css	241	68	WHY	at most three lines; kept as written
app/styles/admin-posts.css	246	149	WHY	at most three lines; kept as written
app/styles/admin-posts.css	249	228	WHY	ratios are check:contrast's
app/styles/admin-posts.css	272	1447	WHY	specificity trap and the Link rule kept; the measured failure ratios moved
app/styles/admin-posts.css	305	690	WHY	the found-live date moved
app/styles/admin-posts.css	331	69	WHY	at most three lines; kept as written
app/styles/admin-posts.css	350	248	WHY	trimmed
app/styles/admin-posts.css	357	250	WHY	trimmed
app/styles/admin-posts.css	365	124	WHY	at most three lines; kept as written
app/styles/admin-posts.css	370	335	WHY	trimmed
app/styles/admin-posts.css	413	210	WHY	at most three lines; kept as written
app/styles/admin-posts.css	421	310	WHY	trimmed
app/styles/admin-posts.css	434	233	WHY	at most three lines; kept as written
app/styles/admin-posts.css	441	822	WHY	the no-sideways-scroll rule and min-width reason kept; the deployed measurement moved
app/styles/admin-posts.css	458	1209	WHY	the containing-block rule kept; the measured displacement moved
app/styles/admin-posts.css	502	106	WHY	at most three lines; kept as written
app/styles/admin-posts.css	509	543	WHY	trimmed
app/styles/admin-posts.css	520	353	WHY	ratios are check:contrast's
app/styles/admin-posts.css	530	474	WHY	trimmed
app/styles/admin-posts.css	549	329	WHY	trimmed
app/styles/admin-posts.css	561	146	WHY	at most three lines; kept as written
app/styles/admin-posts.css	570	127	WHY	at most three lines; kept as written
app/styles/admin-posts.css	581	231	WHY	at most three lines; kept as written
app/styles/admin-posts.css	604	218	WHY	at most three lines; kept as written
app/styles/admin-posts.css	626	198	WHY	at most three lines; kept as written
app/styles/admin-posts.css	640	589	WHY	trimmed
app/styles/admin-posts.css	653	293	WHY	trimmed
app/styles/admin-posts.css	668	66	WHY	at most three lines; kept as written
app/styles/admin-posts.css	678	448	WHY	trimmed
app/styles/admin-posts.css	709	128	WHY	at most three lines; kept as written
app/styles/admin-posts.css	734	160	WHY	at most three lines; kept as written
app/styles/admin-posts.css	744	220	WHY	at most three lines; kept as written
app/styles/admin-posts.css	756	278	WHY	trimmed to three lines
app/styles/admin-posts.css	769	437	WHY	trimmed
app/styles/admin-posts.css	777	80	WHY	at most three lines; kept as written
app/styles/admin-posts.css	808	134	WHY	at most three lines; kept as written
app/styles/admin-posts.css	820	147	WHY	at most three lines; kept as written
app/styles/admin-posts.css	858	80	WHY	at most three lines; kept as written
app/styles/admin-posts.css	860	233	WHY	at most three lines; kept as written
app/styles/admin-posts.css	863	460	WHY	specificity reason kept
app/styles/admin-posts.css	877	80	WHY	at most three lines; kept as written
