file	line	bytes	tag	action	reason
scripts/check-browser.mjs	1159	709	WHY	rewrite	trimmed; 2026-08-31 measurement moved
scripts/check-browser.mjs	1175	452	WHY	rewrite	trimmed
scripts/check-browser.mjs	1185	68	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	1190	3321	WHY	rewrite	bound reasoning kept; dated samples and corrections moved
scripts/check-browser.mjs	1247	82	WHY	keep	already one line
scripts/check-browser.mjs	1248	28	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	1249	975	WHY	rewrite	purpose kept; 2026-09-14 ruling narrative moved
scripts/check-browser.mjs	1266	48	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	1269	73	WHY	keep	already one line
scripts/check-browser.mjs	1275	557	WHY	rewrite	trimmed
scripts/check-browser.mjs	1300	1626	WHY	rewrite	reason kept; 2026-09-06 measurement moved
scripts/check-browser.mjs	1342	169	WHY	rewrite	trimmed to one line
scripts/check-browser.mjs	1347	369	CONTRACT	rewrite	trimmed
scripts/check-browser.mjs	1355	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	1364	153	WHY	rewrite	trimmed
scripts/check-browser.mjs	1378	295	CONTRACT	rewrite	trimmed
scripts/check-browser.mjs	1386	277	WHY	rewrite	trimmed
scripts/check-browser.mjs	1407	212	WHY	rewrite	trimmed
scripts/check-browser.mjs	1435	737	CONTRACT	rewrite	trimmed
scripts/check-browser.mjs	1449	625	WHY	rewrite	trimmed; duplicate-count incident moved
scripts/check-browser.mjs	1476	261	WHY	rewrite	trimmed
scripts/check-browser.mjs	1489	659	CONTRACT	rewrite	trimmed
scripts/check-browser.mjs	1510	185	WHY	rewrite	trimmed
scripts/check-browser.mjs	1516	368	WHY	rewrite	trimmed
scripts/check-browser.mjs	1526	573	WHY	rewrite	trimmed
scripts/check-browser.mjs	1538	31	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	1551	76	WHY	keep	already one line
scripts/check-browser.mjs	1557	667	WHY	rewrite	trap kept; plant measurement moved
scripts/check-browser.mjs	1575	386	WHY	rewrite	trimmed
scripts/check-browser.mjs	1586	345	WHY	rewrite	trimmed
scripts/check-browser.mjs	1599	77	CONTRACT	keep	section divider
scripts/check-browser.mjs	1601	316	WHY	rewrite	trimmed
scripts/check-browser.mjs	1618	2058	WHY	rewrite	intent kept; re-measurement history and counts moved
scripts/check-browser.mjs	1663	76	CONTRACT	keep	section divider
scripts/check-browser.mjs	1665	1611	WHY	rewrite	prime and cache-bust reasons kept; 2026-08-26 timings moved
scripts/check-browser.mjs	1697	104	CONTRACT	keep	already short
scripts/check-browser.mjs	1714	200	WHY	rewrite	trimmed
scripts/check-browser.mjs	1720	556	CONTRACT	rewrite	trimmed
scripts/check-browser.mjs	1733	2692	WHY	rewrite	discrimination and poll reasons kept; plant and 2026-08-28 story moved
scripts/check-browser.mjs	1789	305	WHY	rewrite	trimmed
scripts/check-browser.mjs	1799	72	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	1838	242	WHY	rewrite	trimmed
scripts/check-browser.mjs	1877	701	WHY	rewrite	trap kept; incident moved
scripts/check-browser.mjs	1893	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	1895	1890	WHY	rewrite	cache-key precondition and run-mode limits kept; measurements moved
scripts/check-browser.mjs	1930	232	CONTRACT	rewrite	short; subject set bound to source
scripts/check-browser.mjs	1945	362	WHY	rewrite	tag choice kept, shortened
scripts/check-browser.mjs	1953	399	HISTORY	delete	efc0dab drift narrative
scripts/check-browser.mjs	1962	408	WHY	rewrite	canonical slash kept, shortened
scripts/check-browser.mjs	1972	772	WHY	rewrite	exemption reason kept; tutorial cut
scripts/check-browser.mjs	1997	228	WHY	rewrite	comment-stripping trap kept, shortened
scripts/check-browser.mjs	2003	1930	WHY	rewrite	exemption grounds kept; dated join history moved
scripts/check-browser.mjs	2062	845	CONTRACT	rewrite	mask intent kept; measurement moved
scripts/check-browser.mjs	2084	1986	WHY	rewrite	why here and not maskTheme kept; incident moved
scripts/check-browser.mjs	2121	66	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2131	60	CONTRACT	keep	already short
scripts/check-browser.mjs	2132	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2132	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2140	238	CONTRACT	rewrite	enumeration intent kept, shortened
scripts/check-browser.mjs	2145	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2148	474	WHY	rewrite	why the meta is masked kept; date moved
scripts/check-browser.mjs	2157	770	HISTORY	delete	aria-pressed removal narrative
scripts/check-browser.mjs	2171	723	WHY	rewrite	hard rule 8 citation kept; reasoning shortened
scripts/check-browser.mjs	2186	315	WHY	rewrite	shortened
scripts/check-browser.mjs	2193	75	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	2195	753	WHY	rewrite	3.2.6 order requirement kept, shortened
scripts/check-browser.mjs	2249	281	WHY	rewrite	shortened
scripts/check-browser.mjs	2263	688	WHY	rewrite	same-document and scope-first kept
scripts/check-browser.mjs	2301	173	WHY	keep	already short
scripts/check-browser.mjs	2349	77	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	2351	1853	WHY	rewrite	why skipped kept; port history moved
scripts/check-browser.mjs	2392	77	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	2394	988	WHY	rewrite	scope limit kept; incident moved
scripts/check-browser.mjs	2442	311	WHY	rewrite	shortened
scripts/check-browser.mjs	2458	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	2460	3020	WHY	rewrite	cause and why-not-pixels kept; measurements moved
scripts/check-browser.mjs	2518	383	CONTRACT	rewrite	why both-values kept, shortened
scripts/check-browser.mjs	2529	271	WHY	rewrite	legacy cookie kept; date moved
scripts/check-browser.mjs	2538	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2540	53	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2559	465	WHY	rewrite	position rationale kept, shortened
scripts/check-browser.mjs	2580	360	WHY	rewrite	rule 17 pairing kept, shortened
scripts/check-browser.mjs	2608	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	2610	1879	WHY	rewrite	cause and two-half assertion kept; measurements moved
scripts/check-browser.mjs	2649	585	WHY	rewrite	binding choice kept; first-version story moved
scripts/check-browser.mjs	2660	62	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2664	58	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2671	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2678	1200	WHY	rewrite	trap kept; attempt narrative moved
scripts/check-browser.mjs	2702	628	WHY	rewrite	breakpoint trap kept; incident moved
scripts/check-browser.mjs	2725	547	HISTORY	delete	hover rationale narrative
scripts/check-browser.mjs	2734	1555	WHY	rewrite	zero-box trap and fallback kept; defect report moved
scripts/check-browser.mjs	2762	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2784	66	WHY	keep	already short
scripts/check-browser.mjs	2820	76	WHY	keep	already short
scripts/check-browser.mjs	2853	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	2855	2315	WHY	rewrite	never assert activation kept; measurements moved
scripts/check-browser.mjs	2897	160	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2907	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2910	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2927	132	WHY	keep	already short
scripts/check-browser.mjs	2933	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2935	211	WHY	keep	already short
scripts/check-browser.mjs	2938	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2958	32	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	2976	55	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3028	226	WHY	rewrite	shortened
scripts/check-browser.mjs	3033	55	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3050	242	WHY	rewrite	shortened
scripts/check-browser.mjs	3058	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3059	595	WHY	rewrite	stripComments trap kept; measurement moved
scripts/check-browser.mjs	3079	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3088	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3109	887	WHY	rewrite	reason kept; incident moved
scripts/check-browser.mjs	3127	77	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3129	1839	WHY	rewrite	placement, throttle and null-observer kept; measurements moved
scripts/check-browser.mjs	3171	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3176	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3184	74	WHY	keep	already short
scripts/check-browser.mjs	3187	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3210	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3212	525	WHY	rewrite	alignment-not-literal kept; measurement moved
scripts/check-browser.mjs	3223	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3249	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3251	309	WHY	rewrite	shortened
scripts/check-browser.mjs	3276	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3278	288	WHY	rewrite	shortened
scripts/check-browser.mjs	3311	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3313	562	WHY	rewrite	why every page and named element kept; measurement moved
scripts/check-browser.mjs	3324	434	WHY	rewrite	shortened; date moved
scripts/check-browser.mjs	3347	63	WHY	keep	already short
scripts/check-browser.mjs	3363	79	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3365	1429	WHY	rewrite	paired control and hard rule 4 kept, shortened
scripts/check-browser.mjs	3404	321	WHY	rewrite	shortened
scripts/check-browser.mjs	3418	797	WHY	rewrite	hoisting trap kept; incident moved
scripts/check-browser.mjs	3508	75	WHY	keep	already short
scripts/check-browser.mjs	3531	975	WHY	rewrite	shortened
scripts/check-browser.mjs	3555	599	WHY	rewrite	workaround kept; version measurement moved
scripts/check-browser.mjs	3602	75	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3620	79	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3622	1352	WHY	rewrite	Hard rule 7 kept, shortened
scripts/check-browser.mjs	3652	72	CONTRACT	keep	already short
scripts/check-browser.mjs	3656	373	WHY	rewrite	shortened
scripts/check-browser.mjs	3667	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3670	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3674	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3677	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3707	214	WHY	rewrite	shortened
scripts/check-browser.mjs	3713	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3729	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3736	359	WHY	rewrite	shortened
scripts/check-browser.mjs	3751	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3753	392	WHY	rewrite	shortened
scripts/check-browser.mjs	3784	331	WHY	rewrite	shortened
scripts/check-browser.mjs	3803	252	WHY	rewrite	shortened
scripts/check-browser.mjs	3815	28	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3822	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3840	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3842	1266	WHY	rewrite	rule 9 half, Ask exclusion and console check kept; date moved
scripts/check-browser.mjs	3864	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3866	42	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3875	394	WHY	rewrite	shortened
scripts/check-browser.mjs	3895	310	WHY	rewrite	shortened
scripts/check-browser.mjs	3909	916	CONTRACT	rewrite	both directions kept; size history moved
scripts/check-browser.mjs	3928	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3930	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	3961	68	WHY	keep	already short
scripts/check-browser.mjs	3979	60	WHY	keep	already short
scripts/check-browser.mjs	3992	78	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	3994	891	WHY	rewrite	why a browser gate and found-post kept; defect story moved
scripts/check-browser.mjs	4031	64	WHY	keep	already short
scripts/check-browser.mjs	4041	321	WHY	rewrite	shortened
scripts/check-browser.mjs	4064	203	WHY	keep	already short
scripts/check-browser.mjs	4078	165	WHY	keep	already short
scripts/check-browser.mjs	4102	76	CONTRACT	rewrite	section marker shortened
scripts/check-browser.mjs	4104	629	WHY	rewrite	observable limit kept; defect story moved
scripts/check-browser.mjs	4154	462	WHY	rewrite	trap kept; narrative moved
scripts/check-browser.mjs	4174	263	WHY	keep	already short
scripts/check-browser.mjs	4180	424	WHY	rewrite	trap kept; plant story moved
scripts/check-browser.mjs	4188	802	WHY	rewrite	shortened
scripts/check-browser.mjs	4205	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4206	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4210	144	WHY	keep	already short
scripts/check-browser.mjs	4213	22	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4218	622	WHY	rewrite	serialization trap kept; incident moved
scripts/check-browser.mjs	4229	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4230	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4259	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4261	296	WHY	rewrite	shortened
scripts/check-browser.mjs	4272	416	WHY	rewrite	shortened
scripts/check-browser.mjs	4287	115	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4292	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4296	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4309	278	WHY	rewrite	shortened
scripts/check-browser.mjs	4324	2051	WHY	rewrite	rule 9 fallback and fragment limit kept; history moved
scripts/check-browser.mjs	4365	301	WHY	rewrite	trimmed
scripts/check-browser.mjs	4377	26	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4393	864	WHY	rewrite	mechanism kept; crash incident moved
scripts/check-browser.mjs	4430	359	WHY	rewrite	trimmed
scripts/check-browser.mjs	4450	369	CONTRACT	rewrite	intent kept; retired-shortcut history moved
scripts/check-browser.mjs	4457	528	WHY	rewrite	trap kept; date moved
scripts/check-browser.mjs	4473	557	WHY	rewrite	mechanism kept; retired-key history moved
scripts/check-browser.mjs	4484	325	WHY	rewrite	prohibition and hard rule citation kept; six-week story moved
scripts/check-browser.mjs	4513	801	WHY	rewrite	mechanism kept; before-and-after story moved
scripts/check-browser.mjs	4544	299	WHY	rewrite	trimmed; ruling history moved
scripts/check-browser.mjs	4555	296	WHY	rewrite	trimmed
scripts/check-browser.mjs	4570	219	WHY	keep	already short
scripts/check-browser.mjs	4587	703	WHY	rewrite	mechanism kept
scripts/check-browser.mjs	4600	819	WHY	rewrite	intent kept; 2026-09-13 incident moved
scripts/check-browser.mjs	4618	446	WHY	rewrite	trap kept; incident moved
scripts/check-browser.mjs	4638	145	WHY	keep	already short
scripts/check-browser.mjs	4699	117	WHY	keep	already short
scripts/check-browser.mjs	4710	137	WHY	rewrite	unasserted cold-query measurement moved
scripts/check-browser.mjs	4732	1497	WHY	rewrite	both halves and the raw-comparison trap kept; narration cut
scripts/check-browser.mjs	4760	1020	WHY	rewrite	mechanism and boundary kept; crawl history moved
scripts/check-browser.mjs	4781	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4782	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4783	18	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	4798	569	WHY	rewrite	dated content measurement moved
scripts/check-browser.mjs	4859	61	WHY	keep	already short
scripts/check-browser.mjs	4878	816	WHY	rewrite	mechanism kept; before-state history moved
scripts/check-browser.mjs	4945	238	WHY	keep	already short
scripts/check-browser.mjs	4964	276	CONTRACT	rewrite	trimmed
scripts/check-browser.mjs	5002	79	CONTRACT	rewrite	section header, capitals dropped
scripts/check-browser.mjs	5004	820	WHY	rewrite	scope warning kept; outage story moved
scripts/check-browser.mjs	5019	1219	CONTRACT	rewrite	three states kept; narration cut
scripts/check-browser.mjs	5043	647	HISTORY	delete	vol 15 story and floor history; the ok() message states the refusal
scripts/check-browser.mjs	5111	447	WHY	rewrite	trimmed
scripts/check-browser.mjs	5133	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	5138	23	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	5146	72	CONTRACT	keep	section header
scripts/check-browser.mjs	5148	563	WHY	rewrite	trimmed
scripts/check-browser.mjs	5166	736	WHY	rewrite	scope reason kept; ruling 21 date moved
scripts/check-browser.mjs	5198	72	CONTRACT	keep	section header
scripts/check-browser.mjs	5200	981	WHY	rewrite	mechanism kept; split history moved
scripts/check-browser.mjs	5217	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	5269	67	CONTRACT	rewrite	section header, capitals dropped
scripts/check-browser.mjs	5301	78	CONTRACT	rewrite	section header; history word cut
scripts/check-browser.mjs	5303	1383	WHY	rewrite	read-only prohibition kept; split story moved
scripts/check-browser.mjs	5331	78	CONTRACT	keep	section header
scripts/check-browser.mjs	5333	355	WHY	rewrite	trimmed
scripts/check-browser.mjs	5374	873	WHY	rewrite	trap kept; wrong-first-draft story moved
scripts/check-browser.mjs	5402	326	WHY	rewrite	trimmed
scripts/check-browser.mjs	5422	78	CONTRACT	keep	section header
scripts/check-browser.mjs	5424	253	WHY	rewrite	trimmed
scripts/check-browser.mjs	5483	78	CONTRACT	keep	section header
scripts/check-browser.mjs	5485	600	WHY	rewrite	trimmed
scripts/check-browser.mjs	5515	121	WHY	keep	already short
scripts/check-browser.mjs	5544	253	WHY	keep	already short
scripts/check-browser.mjs	5564	78	CONTRACT	keep	section header
scripts/check-browser.mjs	5566	1488	WHY	rewrite	prohibition and mechanism kept; sub-headings cut
scripts/check-browser.mjs	5645	141	WHY	keep	already short
scripts/check-browser.mjs	5659	38	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	5680	159	WHY	keep	already short
scripts/check-browser.mjs	5688	77	CONTRACT	keep	section header
scripts/check-browser.mjs	5690	4885	WHY	rewrite	sampling reason kept; measurements and repair narrative moved
scripts/check-browser.mjs	5777	1336	WHY	rewrite	scope reason kept; dated re-read moved
scripts/check-browser.mjs	5842	468	NUMBER	rewrite	widths appear in the list below; dates moved
scripts/check-browser.mjs	5857	326	WHY	rewrite	trimmed; ruling reference moved
scripts/check-browser.mjs	5870	141	WHY	keep	already short
scripts/check-browser.mjs	5892	549	WHY	rewrite	trimmed
scripts/check-browser.mjs	5937	2133	WHY	rewrite	three mechanisms kept; found-defect story moved
scripts/check-browser.mjs	5974	75	CONTRACT	keep	already short
scripts/check-browser.mjs	5975	21	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	5975	22	CONTRACT	keep	type annotation only; kept
scripts/check-browser.mjs	5987	126	WHY	keep	already short
scripts/check-browser.mjs	6011	197	WHY	keep	already short
scripts/check-browser.mjs	6044	277	WHY	keep	already short
scripts/check-browser.mjs	6055	1347	WHY	rewrite	floor purpose kept; measurements moved
scripts/check-browser.mjs	6080	15520	HISTORY	delete	dated re-measurement log; floors are asserted in code below
scripts/check-browser.mjs	6347	421	WHY	rewrite	trimmed
scripts/check-browser.mjs	6357	1894	NUMBER	rewrite	floors asserted below; dated measurements moved
scripts/check-browser.mjs	6396	337	WHY	rewrite	trimmed
scripts/check-browser.mjs	6415	977	WHY	rewrite	prohibition kept
scripts/check-browser.mjs	6450	765	WHY	rewrite	trap and hard rule citation kept; date moved
scripts/check-browser.mjs	6465	231	WHY	rewrite	trimmed; ruling citation moved
scripts/check-invariants.mjs	1	3344	CONTRACT	rewrite	usage and boundary kept; section list, B002 and r2_key incident moved
scripts/check-invariants.mjs	73	957	CONTRACT	rewrite	purpose and limit kept; hoisting and first-draft story moved
scripts/check-invariants.mjs	96	304	WHY	rewrite	trap kept, shortened
scripts/check-invariants.mjs	108	90	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	121	60	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	131	80	WHY	rewrite	section divider shortened
scripts/check-invariants.mjs	135	158	CONTRACT	keep	already short
scripts/check-invariants.mjs	157	342	WHY	rewrite	exclusion reason kept, shortened
scripts/check-invariants.mjs	171	111	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	182	39	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	187	131	WHY	keep	already a short trap
scripts/check-invariants.mjs	192	272	WHY	rewrite	mechanism kept, shortened
scripts/check-invariants.mjs	219	77	WHY	rewrite	section divider shortened
scripts/check-invariants.mjs	224	458	CONTRACT	rewrite	shape and non-match kept
scripts/check-invariants.mjs	275	72	WHY	rewrite	section divider shortened
scripts/check-invariants.mjs	279	1090	CONTRACT	rewrite	fixture intent and clock trap kept; first-version story moved
scripts/check-invariants.mjs	298	97	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	311	158	WHY	rewrite	shortened
scripts/check-invariants.mjs	321	463	WHY	rewrite	binding mechanism kept, shortened
scripts/check-invariants.mjs	359	28	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	362	72	WHY	keep	already short
scripts/check-invariants.mjs	383	20	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	399	153	WHY	rewrite	shortened
scripts/check-invariants.mjs	425	72	WHY	rewrite	section divider shortened
scripts/check-invariants.mjs	429	1020	CONTRACT	rewrite	scope and placeholder rule kept; B002 narrative moved
scripts/check-invariants.mjs	452	133	WHY	rewrite	shortened
scripts/check-invariants.mjs	490	225	WHY	rewrite	shortened
scripts/check-invariants.mjs	507	74	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	519	225	WHY	rewrite	shortened
scripts/check-invariants.mjs	522	40	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	533	219	WHY	rewrite	shortened
scripts/check-invariants.mjs	536	40	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	555	257	WHY	rewrite	rule kept; earlier-version story moved
scripts/check-invariants.mjs	567	82	WHY	rewrite	section divider shortened
scripts/check-invariants.mjs	571	1470	CONTRACT	rewrite	three sources and derivation kept; r2_key incident moved
scripts/check-invariants.mjs	599	358	CONTRACT	rewrite	owner pointer kept; lift date moved
scripts/check-invariants.mjs	611	179	CONTRACT	keep	type annotation only; kept
scripts/check-invariants.mjs	651	76	WHY	keep	already short
scripts/check-invariants.mjs	652	21	CONTRACT	keep	type annotation only; kept
