file	line	bytes	tag	action	reason
scripts/check-headers.mjs	279	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	281	1268	WHY	rewrite	the cheapest wrong fix and the strict-dynamic trap; the phase story cut
scripts/check-headers.mjs	308	887	WHY	rewrite	call the builder rather than regex it, and the fixture-independence rule
scripts/check-headers.mjs	328	26	CONTRACT	keep	type annotation only; kept
scripts/check-headers.mjs	330	54	CONTRACT	keep	type annotation only; kept
scripts/check-headers.mjs	351	787	WHY	rewrite	why names and not values, and why both branches; the expired Report-Only argument cut
scripts/check-headers.mjs	392	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	394	1048	WHY	rewrite	the two-owners drift and why the types are read from the routes; the dated measurement to Capsid
scripts/check-headers.mjs	414	208	WHY	rewrite	why named and not globbed
scripts/check-headers.mjs	431	131	WHY	keep	the needle trap; two lines already
scripts/check-headers.mjs	451	254	WHY	rewrite	the unfailable-condition negative
scripts/check-headers.mjs	467	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	469	1033	WHY	rewrite	the silent widening and why both directions are asserted
scripts/check-headers.mjs	540	351	WHY	rewrite	assert on real paths, not on the caller's if
scripts/check-headers.mjs	576	148	CONTRACT	keep	which arm the path matches; two lines already
scripts/check-headers.mjs	620	646	WHY	rewrite	the guard survives the ruling flipping; the date and the eleven days cut
scripts/check-headers.mjs	644	220	WHY	rewrite	reporting and enforcing are independent
scripts/check-headers.mjs	671	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	673	480	WHY	rewrite	what a source-level check here is for
scripts/check-headers.mjs	690	377	WHY	rewrite	which scripts ship bare without the prop; the dated report count to Capsid
scripts/check-headers.mjs	714	1289	WHY	rewrite	the counter-intuitive gating, the silent failure, and the stated exclusion; the deleted sibling cut
scripts/check-headers.mjs	753	456	HISTORY	delete	which build renamed the component and that the gate followed; what is asserted never moved
scripts/check-headers.mjs	770	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	772	1438	WHY	rewrite	the copy-paste this is written for, and why an identifier is accepted as a value
scripts/check-headers.mjs	802	76	CONTRACT	keep	one line already; kept
scripts/check-headers.mjs	826	254	CONTRACT	keep	why both value shapes are captured; already short
scripts/check-headers.mjs	868	68	WHY	keep	one line already; kept
scripts/check-headers.mjs	877	394	WHY	rewrite	the subtler shape the value check misses
scripts/check-headers.mjs	908	81	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	910	1186	WHY	rewrite	a one-off live measurement is not a gate, and why the section lives in this file
scripts/check-headers.mjs	949	227	WHY	rewrite	why each exclusion is named separately
scripts/check-headers.mjs	978	911	WHY	rewrite	the capability in the path, both slots, and why absence is asserted too
scripts/check-headers.mjs	1043	1035	NUMBER	rewrite	the floor is asserted below; the dated step-by-step re-measurements go to Capsid
scripts/check-headers.mjs	1063	917	WHY	rewrite	an SVG is a document, why the assertion outlives the CSP, and the boundary
scripts/check-headers.mjs	1087	151	WHY	keep	scoped to the helper body; two lines already
scripts/check-headers.mjs	1090	475	WHY	rewrite	the pairing is the invariant, and what restating the type would allow
scripts/check-headers.mjs	1119	245	WHY	rewrite	the half that rots
scripts/check-headers.mjs	1134	2570	WHY	rewrite	the glob-widening hazard, why it is per block, and the stated exclusion; the dated measurements to Capsid
scripts/check-headers.mjs	1185	589	CONTRACT	rewrite	the constant's meaning and the no-purge-door reason, cites hard rule 20; trimmed
scripts/check-headers.mjs	1201	77	CONTRACT	keep	the file's shape; one line already
scripts/check-headers.mjs	1206	288	WHY	rewrite	what the flat split could not answer
scripts/check-headers.mjs	1212	60	CONTRACT	keep	type annotation only; kept
scripts/check-headers.mjs	1217	113	WHY	keep	malformed input is counted, not dropped; two lines already
scripts/check-headers.mjs	1246	233	WHY	rewrite	why both directives are read
scripts/check-headers.mjs	1273	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	1275	1332	WHY	rewrite	hard rule 8's cached silence and why the scope is structural; the commit reference cut
scripts/check-headers.mjs	1305	60	CONTRACT	keep	one line already; kept
scripts/check-headers.mjs	1324	37	CONTRACT	keep	type annotation only; kept
scripts/check-headers.mjs	1327	186	WHY	keep	why identifiers are captured as values; three lines already
scripts/check-headers.mjs	1357	208	WHY	rewrite	why one construction site is the invariant
scripts/check-headers.mjs	1381	154	WHY	keep	bounded to the body, not a window; two lines already
scripts/check-headers.mjs	1386	836	WHY	rewrite	why seeding is asserted rather than a bare mention; the date and the needle story cut
scripts/check-headers.mjs	1421	592	WHY	rewrite	the shared cache entry across schemes, and why position; the dated measurement to Capsid
scripts/check-headers.mjs	1432	927	WHY	rewrite	an assertion about position must know which body it reads; the re-scoping story to Capsid
scripts/check-headers.mjs	1467	269	WHY	rewrite	the other direction and what it stops
scripts/check-headers.mjs	1487	324	WHY	rewrite	why this one is a safety property
scripts/check-headers.mjs	1511	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-headers.mjs	1513	975	WHY	rewrite	the symptomless gap, why the routes are asserted and not the helper, and the stated exclusions
scripts/check-headers.mjs	1539	226	WHY	keep	why the About page belongs in this list; three lines already
scripts/check-headers.mjs	1547	557	WHY	rewrite	why a query string is a cache key rather than a refusal
scripts/check-headers.mjs	1558	273	WHY	rewrite	one reader's copy is every reader's copy
scripts/check-headers.mjs	1566	226	WHY	keep	why the tag archive is not Accept-negotiating; three lines already
scripts/check-headers.mjs	1570	153	WHY	keep	the series archive on the same terms; two lines already
scripts/check-headers.mjs	1573	371	WHY	rewrite	why /blog is in this list rather than the negotiating one; the dated move cut
scripts/check-headers.mjs	1587	563	WHY	rewrite	why these two cannot call the helper; the dated shrink from three cut
scripts/check-headers.mjs	1610	1266	WHY	rewrite	the silent-both-ends failure, why the pairing, and why the needle is not the value
scripts/check-headers.mjs	1648	450	WHY	rewrite	the zero-scope arm kept; the dated off-by-one measurement goes to Capsid
scripts/check-headers.mjs	1672	1091	WHY	rewrite	closure is what makes the lists an owner, and the no-count-in-prose rule
scripts/check-headers.mjs	1743	3311	NUMBER	rewrite	the floor is asserted below; five dated re-measurements and the CI story go to Capsid
scripts/check-page-payload.mjs	1	3012	CONTRACT	rewrite	the boundary, the byte-equality rule and the syntax pass; both rename narratives, the dated plant and the whole-page navigation go to the history document
scripts/check-page-payload.mjs	70	143	WHY	keep	the comment-satisfies-a-gate trap; two lines already
scripts/check-page-payload.mjs	73	142	WHY	rewrite	why the resolution is a pure module, in one line
scripts/check-page-payload.mjs	85	1058	NUMBER	rewrite	the margin discipline and the missing-module rule; the four dated bundle measurements go to the history document
scripts/check-page-payload.mjs	112	235	NUMBER	rewrite	what a low count means; the dated re-measurement goes to the history document
scripts/check-page-payload.mjs	119	77	WHY	keep	one line already; kept
scripts/check-page-payload.mjs	125	80	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	136	615	CONTRACT	rewrite	why stems and why the pattern anchors on the extension; the example spelling and the verify-live rationale go out
scripts/check-page-payload.mjs	154	28	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	161	227	CONTRACT	rewrite	the fail-closed enumeration, in one line
scripts/check-page-payload.mjs	168	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	193	297	CONTRACT	rewrite	the three minified spellings, which is why the regexes look as they do
scripts/check-page-payload.mjs	203	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	205	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	210	143	WHY	keep	what the lookbehind refuses; two lines already
scripts/check-page-payload.mjs	221	438	CONTRACT	rewrite	what the set is and why it survives; the tense-bound 'no public page references it any more' made plain
scripts/check-page-payload.mjs	234	26	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	236	26	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	256	139	WHY	keep	why the walk re-closes transitively; two lines already
scripts/check-page-payload.mjs	258	26	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	262	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	277	357	CONTRACT	keep	the byte-equality rule and what verify-live reads; already short
scripts/check-page-payload.mjs	287	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	317	409	WHY	rewrite	the one-walker discipline in one line; the hoist date goes to the history document
scripts/check-page-payload.mjs	329	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	360	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	398	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	403	436	WHY	rewrite	why the sweep is not .js-only, in one line; the measurement date goes to the history document
scripts/check-page-payload.mjs	420	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	423	104	WHY	keep	why the copy is .mjs; two lines already
scripts/check-page-payload.mjs	429	144	WHY	keep	why the Error line and not a tail slice; two lines already
scripts/check-page-payload.mjs	439	819	WHY	rewrite	why this floor is outside the floors mechanism; the dated 78-against-15 reading goes to the history document
scripts/check-page-payload.mjs	467	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	469	380	CONTRACT	rewrite	what the set is pinned to and where a public route fails first, in one line
scripts/check-page-payload.mjs	489	238	CONTRACT	rewrite	the window and the strip rule, in one line
scripts/check-page-payload.mjs	507	67	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	509	1633	WHY	rewrite	the boundary and the enumerated blind spot; the revisions-route account and the scenery argument go to the history document
scripts/check-page-payload.mjs	546	467	CONTRACT	rewrite	why the finder is pure, in one line
scripts/check-page-payload.mjs	555	52	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	556	457	WHY	rewrite	what the normalisation does not match, in one line; the alias-table argument goes out
scripts/check-page-payload.mjs	562	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	562	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	564	33	CONTRACT	keep	trailing tag on the branch it labels; one line already
scripts/check-page-payload.mjs	576	76	CONTRACT	keep	type annotation plus what the map is keyed by; one line already
scripts/check-page-payload.mjs	578	52	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	587	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	589	148	WHY	keep	why a type position is not a dynamic import; two lines already
scripts/check-page-payload.mjs	601	23	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	605	223	WHY	rewrite	why the self-test runs every time, in one line
scripts/check-page-payload.mjs	622	219	WHY	rewrite	why the path is repo-relative; the fixed-depth attempt and its plant go to the history document
scripts/check-page-payload.mjs	653	1462	WHY	rewrite	why workerd refuses it and why the weak two stay; the arrival date and the ownership argument go to the history document
scripts/check-page-payload.mjs	698	229	WHY	rewrite	the comment-satisfied-anchor trap, in one line
scripts/check-page-payload.mjs	718	133	WHY	keep	the zero-scope class with its citation; three lines already
scripts/check-page-payload.mjs	730	364	CONTRACT	rewrite	what the artifact is and why a bare substring, in one line
scripts/check-page-payload.mjs	743	66	CONTRACT	keep	one line already; kept
scripts/check-page-payload.mjs	759	1733	CONTRACT	rewrite	the subject, where the sets come from and the one thing it does not own; the resolve and refuse tables restate the code below
scripts/check-page-payload.mjs	797	2910	NUMBER	rewrite	why both palettes ship, how a ceiling was set and the expiry contract; the uplift bytes, the six token counts, ruling 103's account and the three self-policing rules the code asserts go to the history document
scripts/check-page-payload.mjs	850	945	NUMBER	rewrite	what the two figures mean, why fonts are separate and the both-directions rule; the dated measurement and the margin discipline go out
scripts/check-page-payload.mjs	869	92	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	885	72	CONTRACT	keep	what the extra key is; one line already
scripts/check-page-payload.mjs	893	470	NUMBER	rewrite	the one-bar argument, stated here because the entries below point at it; the measurement goes out
scripts/check-page-payload.mjs	902	395	NUMBER	rewrite	one line pointing at the argument above
scripts/check-page-payload.mjs	916	577	NUMBER	rewrite	which pages share this bar, in one line
scripts/check-page-payload.mjs	927	1195	WHY	rewrite	why the largest corpus is the leanest page; the shared-bar restatement and the record counts go out
scripts/check-page-payload.mjs	948	1327	WHY	rewrite	why one sheet serves both pages and what the ceiling does not measure; the measurement and the 144-author figure go out
scripts/check-page-payload.mjs	975	688	NUMBER	rewrite	why the margin is the base route's; the dated measurement goes out
scripts/check-page-payload.mjs	990	320	NUMBER	rewrite	why a floor and not an equality, in one line
scripts/check-page-payload.mjs	1000	566	WHY	rewrite	why an unused preload is worse than none; the face's byte size and the ownership pointer go out
scripts/check-page-payload.mjs	1014	613	WHY	rewrite	why the one preload goes to Inter; the step citation and the CLS figure go to the history document
scripts/check-page-payload.mjs	1025	351	WHY	rewrite	why the palette is false everywhere, in one line
scripts/check-page-payload.mjs	1035	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1036	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1048	70	CONTRACT	keep	one line already; kept
scripts/check-page-payload.mjs	1049	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1057	59	CONTRACT	keep	one line already; kept
scripts/check-page-payload.mjs	1058	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1061	451	CONTRACT	rewrite	the derived rule and why it matches check:browser's, in one line
scripts/check-page-payload.mjs	1092	176	WHY	keep	why a widening must expire; three lines already
scripts/check-page-payload.mjs	1098	279	WHY	rewrite	why the math key is not a route; the account of the gate catching its own author goes to the history document
scripts/check-page-payload.mjs	1105	59	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1129	78	CONTRACT	keep	why root's assets are found once; one line already
scripts/check-page-payload.mjs	1178	38	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1188	76	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	1193	607	WHY	rewrite	the prohibition and how the name is read; the two spellings of the failed guess go to the history document
scripts/check-page-payload.mjs	1222	435	WHY	rewrite	the intended arrangement, in one line
scripts/check-page-payload.mjs	1240	1577	CONTRACT	rewrite	why the route model cannot see this page and which two assertions are a pair; the other two restate the code below
scripts/check-page-payload.mjs	1270	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	1272	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1281	274	WHY	rewrite	why a set and not a count, in one line
scripts/check-page-payload.mjs	1299	587	WHY	rewrite	why neither the name nor byte equality works, in one line
scripts/check-page-payload.mjs	1324	21	CONTRACT	keep	type annotation only; kept
scripts/check-page-payload.mjs	1327	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	1343	1244	WHY	rewrite	the three source facts, one clause each; the dated check:browser failure goes to the history document
scripts/check-page-payload.mjs	1377	497	WHY	rewrite	what the handle buys and why the set is derived, in one line
scripts/check-page-payload.mjs	1407	306	WHY	rewrite	why the discriminator is the projection call, in one line
scripts/check-page-payload.mjs	1434	583	WHY	rewrite	the string-on-both-sides blind spot; the mentions incident goes to the history document
scripts/check-page-payload.mjs	1455	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	1487	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-page-payload.mjs	1499	846	WHY	rewrite	the CSP refusal and the split failure; the face's size and the inline limit go to the history document
scripts/check-page-payload.mjs	1523	716	WHY	rewrite	why this is the deliberate opposite of the loop's rule; the kilobyte figures go to the history document
scripts/check-page-payload.mjs	1549	18	CONTRACT	keep	type annotation only; kept
scripts/check-publications.mjs	1	1843	CONTRACT	rewrite	the boundary, the placement rule and the pairing rule, one clause each; the July build, the pipeline-only list and the topic-id incident go to the history document
scripts/check-publications.mjs	76	23	CONTRACT	keep	type annotation only; kept
scripts/check-publications.mjs	79	1139	CONTRACT	rewrite	the argument order and the one reason for the name; section 17's mechanism and this file's own failed spelling go to the history document
scripts/check-publications.mjs	112	26	CONTRACT	keep	type annotation only; kept
scripts/check-publications.mjs	117	80	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-publications.mjs	123	344	WHY	rewrite	the fail-closed scope rule with its citation, in one line
scripts/check-publications.mjs	155	83	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-publications.mjs	157	351	WHY	rewrite	why it is first, in one line
scripts/check-publications.mjs	190	81	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-publications.mjs	231	81	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-publications.mjs	233	230	WHY	rewrite	the symptom, in one line
scripts/check-publications.mjs	265	84	CONTRACT	rewrite	section marker, rule padding cut
