file	line	bytes	tag	action	reason
app/lib/search/ask.server.ts	783	148	WHY	rewrite	why it resolves rather than rejects; one line
app/lib/search/ask.server.ts	792	632	WHY	rewrite	why waitUntil and why the catch stays; the before measurement stays on the doc comment
app/lib/search/ask.server.ts	820	238	NUMBER	rewrite	where the number came from; the sample spread goes to the history document
app/lib/search/ask.server.ts	828	77	CONTRACT	keep	what it removes; one line already
app/lib/search/ask.server.ts	841	142	WHY	rewrite	why a delete and not a write; one line already
app/lib/search/ask.server.ts	847	326	CONTRACT	rewrite	what it removes and why; one line
app/lib/search/ask.server.ts	865	390	WHY	rewrite	why only on an actual removal; the pre-cache history goes to the history document
app/lib/editor/publish.server.ts	1	662	CONTRACT	rewrite	the order and why the gates are here; the ruling date goes to the history document
app/lib/editor/publish.server.ts	31	79	CONTRACT	keep	what the side-effect import does; one line already
app/lib/editor/publish.server.ts	52	883	CONTRACT	rewrite	one statement of the rule; the seven restatements and the measurement go to the history document
app/lib/editor/publish.server.ts	72	370	CONTRACT	rewrite	why it is re-exported; the date goes to the history document
app/lib/editor/publish.server.ts	80	83	CONTRACT	keep	what it carries; one line already
app/lib/editor/publish.server.ts	93	751	CONTRACT	rewrite	why it is not an error and why thrown from here
app/lib/editor/publish.server.ts	116	85	CONTRACT	keep	the half this module reads; one line already
app/lib/editor/publish.server.ts	119	2006	WHY	rewrite	the both-writers rule and the three things it forces; the finding keeps its letter, the arc goes to the history document
app/lib/editor/publish.server.ts	155	65	CONTRACT	keep	what it caches; one line already
app/lib/editor/publish.server.ts	159	379	WHY	rewrite	why it does not fail the save and why it is logged
app/lib/editor/publish.server.ts	205	228	CONTRACT	rewrite	absent is a real answer; one line already
app/lib/editor/publish.server.ts	213	210	CONTRACT	rewrite	what runs and when; one line already
app/lib/editor/publish.server.ts	225	147	WHY	rewrite	why by value; one line already
app/lib/editor/publish.server.ts	252	488	CONTRACT	rewrite	what is computed and what is not; the old path's equivalence goes to the history document
app/lib/editor/publish.server.ts	272	137	CONTRACT	rewrite	why ISO strings; one line already
app/lib/editor/publish.server.ts	276	225	WHY	rewrite	why last, and the rule it avoids; one line
app/lib/editor/publish.server.ts	293	970	CONTRACT	rewrite	the one-door rule and what the sha proves
app/lib/editor/publish.server.ts	317	174	CONTRACT	rewrite	why the widening; one line already
app/lib/editor/publish.server.ts	334	1654	WHY	rewrite	why at the door, why drafts too, and that it cannot fail the write; the ruling and the rate-limit note go to the history document
app/lib/editor/publish.server.ts	369	79	CONTRACT	keep	what it records; one line already
app/lib/editor/publish.server.ts	374	671	WHY	rewrite	why the render runs twice
app/lib/editor/publish.server.ts	393	1174	WHY	rewrite	why required and why there is no safe default; the four call sites and the date go to the history document
app/lib/editor/publish.server.ts	415	888	WHY	rewrite	why three-valued and why the check is an identity test
app/lib/editor/publish.server.ts	436	229	WHY	rewrite	why the read comes first; one line
app/lib/editor/publish.server.ts	448	125	CONTRACT	keep	what it throws and what it stamps; one line already
app/lib/editor/publish.server.ts	457	557	WHY	rewrite	why here and why after the policy call
app/lib/editor/publish.server.ts	472	217	CONTRACT	rewrite	why the result is discarded; one line
app/lib/editor/publish.server.ts	483	1031	WHY	rewrite	the prohibition on compensating reverts and where a failure is recorded; the audit date goes to the history document
app/lib/editor/publish.server.ts	518	361	WHY	rewrite	why clearing matters and why it cannot throw
app/lib/editor/publish.server.ts	531	1084	WHY	rewrite	when it fires, why after the sync, and why a survivor is inert
app/lib/editor/publish.server.ts	555	72	WHY	rewrite	why a distinct value; one line already
app/lib/editor/publish.server.ts	561	377	WHY	rewrite	the asymmetry; one line
app/lib/editor/publish.server.ts	572	280	CONTRACT	rewrite	why the flag exists; one line
app/lib/editor/publish.server.ts	579	359	CONTRACT	rewrite	why three states and not a count
app/lib/editor/publish.server.ts	589	218	CONTRACT	rewrite	why the policy module names it; one line
app/lib/editor/publish.server.ts	596	328	WHY	rewrite	why the marker names the operator; one line
app/lib/editor/publish.server.ts	609	204	CONTRACT	rewrite	what it returns and when null; one line already
app/lib/editor/publish.server.ts	619	302	WHY	rewrite	why a partial upload is not ok; one line
app/lib/editor/publish.server.ts	641	67	CONTRACT	keep	what it does; one line already
app/lib/editor/publish.server.ts	644	190	WHY	rewrite	why required here too; the grounds stay on savePost
app/lib/editor/publish.server.ts	651	726	WHY	rewrite	the least-privilege rule and why it is the first statement; the date goes to the history document
app/lib/editor/publish.server.ts	680	223	WHY	rewrite	the asymmetry and what matters here; one line
app/lib/editor/publish.server.ts	695	281	CONTRACT	rewrite	why batch and why the rebuild; one line
app/lib/editor/publish.server.ts	777	751	WHY	rewrite	the scope difference and why it shares the batch
app/lib/editor/publish.server.ts	799	1414	WHY	rewrite	the separator argument, which is the correctness claim; the date and the dead-function history go to the history document
app/lib/editor/publish.server.ts	842	531	CONTRACT	rewrite	why per-post replacement is safe here and not for related
app/lib/editor/publish.server.ts	886	1318	WHY	rewrite	what the delete prevents; the finding keeps its letter, the repair history goes to the history document
app/lib/editor/publish.server.ts	909	441	WHY	rewrite	why both tags and why before the delete
app/lib/editor/publish.server.ts	932	638	CONTRACT	rewrite	what the door is and the rule it follows
app/lib/editor/publish.server.ts	949	221	WHY	rewrite	the scope assertion and the destructive reading it refuses
app/lib/operator/api.server.ts	1	725	CONTRACT	rewrite	the one-implementation rule; the ruling date and the refactor note go to the history document
app/lib/operator/api.server.ts	60	835	WHY	rewrite	the traversal it refuses and why the pattern is imported; the audit date goes to the history document
app/lib/operator/api.server.ts	82	278	WHY	rewrite	why the bound is applied here too; one line
app/lib/operator/api.server.ts	126	793	CONTRACT	rewrite	the typecheck idiom and why it moved; the drifted copy goes to the history document
app/lib/operator/api.server.ts	257	1080	CONTRACT	rewrite	why the operator has it and why unfiltered; the proof-by-clicking anecdote goes to the history document
app/lib/operator/api.server.ts	286	365	WHY	rewrite	why a bad status is a 400; one line
app/lib/operator/api.server.ts	327	690	CONTRACT	rewrite	the one-door rule and where the capability check lives
app/lib/operator/api.server.ts	367	377	WHY	rewrite	why changed:false is an answer; one line
app/lib/operator/api.server.ts	386	371	CONTRACT	rewrite	why translation is the contract; one line
app/lib/operator/api.server.ts	441	120	CONTRACT	rewrite	what it returns and why named; one line already
app/lib/operator/api.server.ts	452	58	CONTRACT	keep	what is useful; one line already
app/lib/operator/api.server.ts	462	75	CONTRACT	keep	what a conflict means; one line already
app/lib/operator/api.server.ts	463	973	WHY	rewrite	why its own branch, why matched on name, and why 500
app/lib/operator/api.server.ts	508	424	CONTRACT	rewrite	why D1 and what the field names mean; the arc goes to the history document
app/lib/operator/api.server.ts	545	75	CONTRACT	keep	where the rendered half comes from; one line already
app/lib/operator/api.server.ts	553	65	CONTRACT	keep	why the full file; one line already
app/lib/operator/api.server.ts	557	181	WHY	rewrite	why it is answered from the file; one line
app/lib/operator/api.server.ts	585	309	WHY	rewrite	why unconditional is deliberate for this caller
app/lib/operator/api.server.ts	608	144	CONTRACT	rewrite	why reported not raised; one line already
app/lib/operator/api.server.ts	640	1465	CONTRACT	rewrite	why it exists, why idempotent and why the counts are read back; the measurement and its date go to the history document
app/lib/operator/api.server.ts	671	120	CONTRACT	rewrite	the stance on an absent binding; one line already
app/lib/operator/api.server.ts	679	289	WHY	rewrite	why a drift read here can be a moment behind; one line
app/lib/operator/api.server.ts	699	2261	CONTRACT	rewrite	the rule-18 shape, why the button stays and why no poll; the ruling, the directive and the OFL row go to the history document
app/lib/operator/api.server.ts	740	1087	CONTRACT	rewrite	why it is safe unattended and why the verdict is read back
app/lib/operator/api.server.ts	769	146	CONTRACT	rewrite	why it is not an error; one line already
app/lib/operator/api.server.ts	799	439	WHY	rewrite	why parsed and why base64 only
app/lib/operator/api.server.ts	815	61	CONTRACT	keep	what it returns; one line already
app/lib/operator/api.server.ts	817	120	WHY	rewrite	why whitespace is stripped; one line already
app/lib/operator/api.server.ts	830	366	WHY	rewrite	why chunked and abandoned rather than buffered
app/lib/operator/api.server.ts	863	290	CONTRACT	rewrite	the order and why; one line already
app/lib/operator/api.server.ts	876	212	CONTRACT	rewrite	why caught anyway; one line already
app/lib/operator/api.server.ts	882	222	WHY	rewrite	why this is not a substituted default; one line
app/lib/operator/api.server.ts	888	2140	CONTRACT	rewrite	the adapter rule, the two ways in, the three guards and why the declared type wins; the ruling number stays
app/lib/operator/api.server.ts	938	278	WHY	rewrite	why both is refused rather than resolved
app/lib/operator/api.server.ts	976	127	WHY	rewrite	why the explicit argument wins; one line already
app/lib/operator/api.server.ts	980	385	WHY	rewrite	why the encoded length and why it is generous
app/lib/operator/api.server.ts	1028	527	WHY	rewrite	why the protocol is re-checked after redirects
app/lib/operator/api.server.ts	1078	223	WHY	rewrite	why the split; one line already
app/lib/operator/api.server.ts	1086	632	WHY	rewrite	the two reasons, and which one would have hurt
app/lib/operator/api.server.ts	1113	216	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1120	399	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1132	1266	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1195	146	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1214	225	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1220	466	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1231	331	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1243	716	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1271	144	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/operator/api.server.ts	1276	590	CONTRACT	rewrite	placeholder, replaced by f3
app/lib/seo.ts	1	672	WHY	rewrite	why a leaf file has an import; the rejected move of publicationsJsonLd goes to the history document
app/lib/seo.ts	14	355	CONTRACT	rewrite	the boundary: which project compiles this file and what that forbids
app/lib/seo.ts	23	835	CONTRACT	rewrite	what it is, why it is fixed, and the cutover item; the prerendering measurement goes to history
app/lib/seo.ts	42	388	WHY	rewrite	why it is derived rather than written out; one line
app/lib/seo.ts	52	521	CONTRACT	rewrite	which fields are structured data and which are copy; the split's date goes to history
app/lib/seo.ts	72	894	CONTRACT	rewrite	the one-owner rule and the ratified precedence; the extraction date goes to history
app/lib/seo.ts	106	40	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	112	244	WHY	rewrite	why the editor shows this rather than a placeholder; one line
app/lib/seo.ts	121	569	NUMBER	rewrite	why the limits are approximations; the pixel widths stay because they are what the number approximates
app/lib/seo.ts	132	1641	CONTRACT	rewrite	the invocation, the one-builder rule and the card pairing; the five-page audit goes to history
app/lib/seo.ts	170	831	CONTRACT	rewrite	what the two values mean and the prohibition on a hand-assembled set
app/lib/seo.ts	205	215	CONTRACT	rewrite	what it does and what the caller can infer; already near the calibration
app/lib/seo.ts	217	44	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	233	2143	CONTRACT	rewrite	what the string permits and why HTML needs no Vary; the rename and the seven-route audit go to history
app/lib/seo.ts	273	1153	NUMBER	rewrite	why the number is declared here and the prohibition on parsing it back out
app/lib/seo.ts	299	369	CONTRACT	rewrite	why it is exported rather than computed by its reader; one line
app/lib/seo.ts	309	1228	WHY	rewrite	the prohibition on re-adding Vary; the 2026-08-02 variant measurement goes to the history document
app/lib/seo.ts	332	1620	CONTRACT	rewrite	the vocabulary a caller needs and the prohibition behind one owner; the ruling pointer stays
app/lib/seo.ts	366	73	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	369	915	CONTRACT	rewrite	the pairing and what dropping half of it costs; the /projects defect goes to history
app/lib/seo.ts	391	445	CONTRACT	rewrite	why Accept stays and Cookie went; the measured wire bytes go to the history document
app/lib/seo.ts	402	872	CONTRACT	rewrite	what it refuses and the two mechanisms that set it; the rename goes to history. The hard rule citation stays
app/lib/seo.ts	428	69	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	433	1031	CONTRACT	rewrite	why both vocabularies read one derivation; the 2026-09-03 gap goes to history
app/lib/seo.ts	455	85	CONTRACT	keep	what the fallback means; one line already
app/lib/seo.ts	463	679	CONTRACT	rewrite	why it returns a list and what an absent value must not become
app/lib/seo.ts	492	39	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	502	695	CONTRACT	rewrite	why it asks postSocial rather than restating the chain; the two-statement defect goes to history
app/lib/seo.ts	522	213	CONTRACT	rewrite	why the two vocabularies spell one array differently; trimmed to two lines
app/lib/seo.ts	532	67	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	546	41	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	557	242	CONTRACT	rewrite	separator keeps its label and the ruling pointer; the dashes and the restoration commit go
app/lib/seo.ts	563	73	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	569	290	CONTRACT	rewrite	what they are; the deletion and restoration go to the history document
app/lib/seo.ts	582	82	CONTRACT	keep	what it is; one line already
app/lib/seo.ts	587	740	WHY	rewrite	why the sameAs array exists and why the two Person nodes are not one; the merge count goes to history
app/lib/seo.ts	617	247	WHY	rewrite	why it matches loosely; the author positions go to the history document
app/lib/seo.ts	631	450	CONTRACT	rewrite	what the shape is and what collapsing it would misstate
app/lib/seo.ts	659	761	CONTRACT	rewrite	why the decode is here and why it does not break the escaping invariant
workers/watchdog.ts	1	430	CONTRACT	rewrite	the boundary: which builder reads the path mapping and what that forbids
workers/watchdog.ts	24	344	CONTRACT	rewrite	which Worker it names and why it is not derived; the gate binding stays
workers/watchdog.ts	34	5980	CONTRACT	rewrite	the four boundary statements and the two prohibitions; the 1042 probe table, the schedule counts and the throttle burst go to the history document
workers/watchdog.ts	140	617	CONTRACT	rewrite	why it is a var, why it is still out of git, and the gate that reconciles it
workers/watchdog.ts	152	81	CONTRACT	keep	what it is and where the reason lives; one line already
workers/watchdog.ts	157	80	CONTRACT	keep	what it carries; one line already
workers/watchdog.ts	159	710	CONTRACT	rewrite	which is a credential and what absence means; the precedent pointer stays
workers/watchdog.ts	176	269	WHY	rewrite	why the key is namespaced; one line
workers/watchdog.ts	185	428	CONTRACT	rewrite	the two answers the signature exists to keep apart
workers/watchdog.ts	208	297	WHY	rewrite	which failure is the cheap one; one line
workers/watchdog.ts	232	495	CONTRACT	rewrite	why the sender is not derived; the onboarding measurement goes to history
workers/watchdog.ts	244	42	CONTRACT	keep	what it is; one line already
workers/watchdog.ts	247	1554	CONTRACT	rewrite	never throws, keeps the cause, and why it is exported; the old catch goes to history
workers/watchdog.ts	291	500	CONTRACT	rewrite	the verdict rule and what the token may not touch
workers/watchdog.ts	327	183	CONTRACT	rewrite	where the decision lives; trimmed to two lines
workers/watchdog.ts	348	854	WHY	rewrite	what the body must carry and why there is no escalation; the 2026-08-23 flap goes to history
workers/watchdog.ts	386	1651	CONTRACT	rewrite	why it is not a health check, the fail-closed rule, and what not-configured means; the latency figures go to history
workers/watchdog.ts	467	294	WHY	rewrite	the trap the API's shape sets; one line
workers/watchdog.ts	489	88	CONTRACT	keep	what it renders; one line already
workers/watchdog.ts	494	71	WHY	keep	why a status 0 reading prints its cause; one line already
workers/watchdog.ts	495	69	WHY	keep	the second half of the line above; one line already
workers/watchdog.ts	500	403	WHY	rewrite	why the catch exists and why it rethrows
workers/watchdog.ts	515	480	CONTRACT	rewrite	what is deduplicated and what is not
workers/watchdog.ts	541	443	CONTRACT	rewrite	the order and where it comes from; the plant note goes to the history document
workers/watchdog.ts	551	360	WHY	rewrite	why a refusal stops the walk
workers/watchdog.ts	615	1150	WHY	rewrite	read every firing, joins failing, and is not repairable; the flap counts go to history
workers/watchdog.ts	646	68	CONTRACT	keep	why it owns the subject; one line already
workers/watchdog.ts	650	203	WHY	rewrite	why both are reported; trimmed to two lines
workers/watchdog.ts	659	210	CONTRACT	rewrite	where the decision lives and what this file does not decide
app/lib/search/search.server.ts	1	474	CONTRACT	rewrite	what it is, why raw SQL, and the one-dependency rule
app/lib/search/search.server.ts	21	36	CONTRACT	keep	a pointer; one line already
app/lib/search/search.server.ts	24	335	NUMBER	rewrite	what the bound governs and what a truncated set must say
app/lib/search/search.server.ts	34	74	CONTRACT	keep	what the weights mean; one line already
app/lib/search/search.server.ts	37	481	WHY	rewrite	the escaping prohibition and why the corpus is not trusted to be markup-free
app/lib/search/search.server.ts	47	145	WHY	keep	why the bytes are built rather than written; two lines already
app/lib/search/search.server.ts	51	104	CONTRACT	keep	what they are; one line already
app/lib/search/search.server.ts	56	160	CONTRACT	keep	what the fourth value means; already short
app/lib/search/search.server.ts	72	69	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	74	62	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	85	458	CONTRACT	rewrite	why there is no score field
app/lib/search/search.server.ts	97	233	WHY	rewrite	why the parent title is carried; one line
app/lib/search/search.server.ts	104	75	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	107	78	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	110	72	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	116	59	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	130	79	CONTRACT	keep	what the flag means; one line already
app/lib/search/search.server.ts	132	43	CONTRACT	keep	what it holds; one line already
app/lib/search/search.server.ts	134	170	CONTRACT	keep	when it is present; already short
app/lib/search/search.server.ts	162	79	CONTRACT	keep	the order of the two steps; one line already
app/lib/search/search.server.ts	175	75	CONTRACT	keep	what it does; one line already
app/lib/search/search.server.ts	183	1391	CONTRACT	rewrite	the twin rule, why it cannot be collapsed, and the alias parameter; the four-statements measurement goes to the history document
app/lib/search/search.server.ts	214	714	CONTRACT	rewrite	what the extractor assumes and the prohibition on inlining; the two failed attempts go to history
app/lib/search/search.server.ts	244	72	CONTRACT	keep	what the AND means; one line already
app/lib/search/search.server.ts	286	1228	CONTRACT	rewrite	what the path is for, the document-records rule and the ordering; the retired count goes to history
app/lib/search/search.server.ts	324	319	WHY	rewrite	why it is computed here rather than asked of fts5
app/lib/search/search.server.ts	340	199	WHY	keep	why a fallback label is given; already short
app/lib/search/search.server.ts	354	68	CONTRACT	keep	what the flag does; one line already
app/lib/search/search.server.ts	357	436	CONTRACT	rewrite	what the flag changes and the guarantee that it changes nothing else
app/lib/search/search.server.ts	375	203	CONTRACT	keep	why one parse; already short
app/lib/search/search.server.ts	395	72	CONTRACT	keep	what empty means; one line already
app/lib/search/search.server.ts	414	199	WHY	rewrite	why nothing is marked here; trimmed to two lines
app/lib/search/search.server.ts	419	67	CONTRACT	keep	what the value is; one line already
app/lib/search/search.server.ts	434	203	WHY	rewrite	why the two reads are concurrent; trimmed to two lines
app/lib/search/search.server.ts	466	152	WHY	keep	which snippet wins; two lines already
app/lib/search/search.server.ts	486	214	CONTRACT	rewrite	nothing is recomputed; trimmed to one line
app/lib/search/search.server.ts	500	384	WHY	rewrite	what the ?? null folds together; trimmed
app/lib/search/search.server.ts	526	386	CONTRACT	rewrite	what the counts promise and what truncation obliges the caller to say
app/lib/search/search.server.ts	555	250	WHY	rewrite	why a zero state offers something; one line
app/lib/search/search.server.ts	562	2440	CONTRACT	rewrite	not a second indexer, what the D1 baseline costs, and the composed predicate; the 600KB fetch, the verification counts and the latencies go to the history document. The hard rule citation stays
app/lib/search/search.server.ts	605	630	CONTRACT	rewrite	what it returns, why it takes no posts argument, and the composed predicate
app/lib/search/search.server.ts	623	69	CONTRACT	keep	a pointer to the rule; one line already
