sheet	line	bytes	tag	reason
app/app.css	872	268	KEEP	keyed by hue not position; rust needs a direct label
app/app.css	883	200	KEEP	ruling 65 status: these names exist and nothing reads them yet
app/app.css	886	50	KEEP	names the role limestone plays
app/app.css	888	58	KEEP	the lighter-in-dark rule for the raised surface
app/app.css	890	42	KEEP	prohibition: dust never sets type
app/app.css	892	71	KEEP	prohibition: not --text-secondary
app/app.css	895	94	KEEP	prohibition: lines only, never text, never a functional boundary
app/app.css	897	75	KEEP	measured 1.57:1 on limestone
app/app.css	899	51	KEEP	prohibition: a press is not a hover and is never --visited
app/app.css	901	50	KEEP	prohibition: legal on /search over paper and nowhere else
app/app.css	904	56	KEEP	error text and the field border width
app/app.css	918	162	KEEP	figures only; no semantic colour, a series is not a state
app/app.css	921	43	KEEP	prohibition: figures sit on paper, never on raised
app/app.css	929	56	KEEP	maps the token to the brief's primitive
app/app.css	935	46	KEEP	maps the token to the brief's primitive
app/app.css	938	34	KEEP	maps the token to the brief's primitive
app/app.css	947	285	KEEP	slots are the interface; a chart never reads a hue name
app/app.css	951	39	KEEP	names the light and dark ramp positions this slot resolves to
app/app.css	953	35	KEEP	names the light and dark ramp positions this slot resolves to
app/app.css	955	37	KEEP	names the light and dark ramp positions this slot resolves to
app/app.css	957	35	KEEP	names the light and dark ramp positions this slot resolves to
app/app.css	959	39	KEEP	names the light and dark ramp positions this slot resolves to
app/app.css	962	520	KEEP	the catch hue follows the backdrop, not the theme, with the reason
app/app.css	970	39	KEEP	names the light and dark ramp positions this slot resolves to
app/app.css	974	144	KEEP	the zero-JS path and the system setting are one code path
app/app.css	980	66	KEEP	prohibition: warm brown-black, never blue-black
app/app.css	985	154	KEEP	measured 13.1:1; why the body steps one off maximum
app/app.css	1005	426	KEEP	measured chrome pairs 10.1, 6.9 and about 10
app/app.css	1017	1111	POINTER	dark copy of the scrim note at app/app.css:798
app/app.css	1062	213	KEEP	measured 7.59/6.80/5.94 mirroring 7.62/6.87/6.34
app/app.css	1077	204	POINTER	dark copy of the Paper Glass Light note at app/app.css:883
app/app.css	1080	50	POINTER	exact copy of app/app.css:886
app/app.css	1082	58	POINTER	exact copy of app/app.css:888
app/app.css	1084	42	POINTER	exact copy of app/app.css:890
app/app.css	1086	71	POINTER	exact copy of app/app.css:892
app/app.css	1089	94	POINTER	exact copy of app/app.css:895
app/app.css	1091	75	POINTER	exact copy of app/app.css:897
app/app.css	1093	51	POINTER	exact copy of app/app.css:899
app/app.css	1095	50	POINTER	exact copy of app/app.css:901
app/app.css	1098	56	POINTER	exact copy of app/app.css:904
app/app.css	1112	166	POINTER	dark copy of the figure palette note at app/app.css:918
app/app.css	1115	43	POINTER	exact copy of app/app.css:921
app/app.css	1123	56	POINTER	exact copy of app/app.css:929
app/app.css	1129	46	POINTER	exact copy of app/app.css:935
app/app.css	1132	34	POINTER	exact copy of app/app.css:938
app/app.css	1141	291	POINTER	dark copy of the series slots note at app/app.css:947
app/app.css	1145	39	POINTER	exact copy of app/app.css:951
app/app.css	1147	35	POINTER	exact copy of app/app.css:953
app/app.css	1149	37	POINTER	exact copy of app/app.css:955
app/app.css	1151	35	POINTER	exact copy of app/app.css:957
app/app.css	1153	39	POINTER	exact copy of app/app.css:959
app/app.css	1156	534	POINTER	dark copy of the lamp catch hue note at app/app.css:962
app/app.css	1164	39	POINTER	exact copy of app/app.css:970
app/app.css	1169	278	KEEP	why values are written twice; the gate has to see a hex
app/app.css	1190	142	KEEP	why the ratified hover hex is reused for dark brand-active
app/app.css	1200	125	POINTER	the reason is stated at app/app.css:1169
app/app.css	1208	1077	POINTER	exact copy of app/app.css:798
app/app.css	1253	189	KEEP	why all three declarations exist and are measured
app/app.css	1268	200	POINTER	exact copy of app/app.css:883
app/app.css	1271	50	POINTER	exact copy of app/app.css:886
app/app.css	1273	58	POINTER	exact copy of app/app.css:888
app/app.css	1275	42	POINTER	exact copy of app/app.css:890
app/app.css	1277	71	POINTER	exact copy of app/app.css:892
app/app.css	1280	94	POINTER	exact copy of app/app.css:895
app/app.css	1282	75	POINTER	exact copy of app/app.css:897
app/app.css	1284	51	POINTER	exact copy of app/app.css:899
app/app.css	1286	50	POINTER	exact copy of app/app.css:901
app/app.css	1289	56	POINTER	exact copy of app/app.css:904
app/app.css	1303	162	POINTER	exact copy of app/app.css:918
app/app.css	1306	43	POINTER	exact copy of app/app.css:921
app/app.css	1314	56	POINTER	exact copy of app/app.css:929
app/app.css	1320	46	POINTER	exact copy of app/app.css:935
app/app.css	1323	34	POINTER	exact copy of app/app.css:938
app/app.css	1332	285	POINTER	exact copy of app/app.css:947
app/app.css	1336	39	POINTER	exact copy of app/app.css:951
app/app.css	1338	35	POINTER	exact copy of app/app.css:953
app/app.css	1340	37	POINTER	exact copy of app/app.css:955
app/app.css	1342	35	POINTER	exact copy of app/app.css:957
app/app.css	1344	39	POINTER	exact copy of app/app.css:959
app/app.css	1347	520	POINTER	exact copy of app/app.css:962
app/app.css	1355	39	POINTER	exact copy of app/app.css:970
app/app.css	1359	1535	KEEP	why the lamp's numbers are not in the colour blocks
app/app.css	1392	192	KEEP	why light sits near the leading edge
app/app.css	1402	326	KEEP	why dark sits further in and carries more
app/app.css	1419	260	KEEP	at zero the gradient still renders; no second code path
app/app.css	1431	597	KEEP	the narrow prefers-contrast tier and what the doc allows
app/app.css	1462	644	KEEP	forced-colors: the palette yields entirely, nothing re-asserts brand
app/app.css	1475	734	KEEP	why the admin edges are shadows; a border is subtracted from the height
app/app.css	1495	44	CUT	bare label
app/app.css	1506	287	KEEP	why the chip needs the forced outline
app/app.css	1515	222	KEEP	why status dots need a forced border; the word was the real channel
app/app.css	1522	127	KEEP	why selection is restated as an edge
app/app.css	1528	304	KEEP	why the surface ladder collapses to one system Canvas
app/app.css	1537	463	KEEP	border-style is the second channel and survives the mode
app/app.css	1555	142	KEEP	why the edge is the only thing left holding the alert
app/app.css	1561	139	KEEP	why both are shapes made of a background
app/app.css	1579	760	KEEP	the shared inset declared once; amended 2rem to 1.5rem
app/app.css	1603	849	KEEP	rule 2, grounded in CVD and Vienot rather than taste
app/app.css	1619	294	KEEP	element-level so component headings still outrank it
app/app.css	1646	83	KEEP	why the hero leaves room for header and footer
app/app.css	1676	230	KEEP	why the affiliation is quieter than the role
app/app.css	1685	936	KEEP	why the front door is in app.css and not route-split
app/app.css	1709	199	KEEP	prohibition: no min-height 100dvh, with the reason
app/app.css	1729	265	KEEP	why auto-fit with a floor and no breakpoint
app/app.css	1746	257	KEEP	why the link carries value and label; accessible name
app/app.css	1788	31	CUT	bare section label
app/app.css	1846	959	KEEP	focus is an outline, never a box-shadow; forced-colors strips shadows
app/app.css	1871	629	KEEP	why this one declaration is the dark-mode variant
app/app.css	1885	694	KEEP	canonical: the import order is the cascade
app/app.css	1899	2728	KEEP	measured 109,318 built bytes before the admin split
app/styles/public-chrome.css	1	449	POINTER	split header, canonical statement is app/app.css:1885
app/styles/public-chrome.css	11	891	KEEP	why the chrome is brand; measured 1.4:1 seam
app/styles/public-chrome.css	27	1391	KEEP	measured 320/414/552 overflow; corrects a false recorded measurement
app/styles/public-chrome.css	59	153	KEEP	why the admin topbar shares the inset declaration
app/styles/public-chrome.css	66	231	KEEP	specificity (0,2,0) outranks bare :focus-visible (0,1,0)
app/styles/public-chrome.css	74	1403	KEEP	the wordmark prohibition, specificity and measured on-chrome pairs
app/styles/public-chrome.css	112	143	KEEP	specificity (0,2,0) beats (0,1,0), login card untouched
app/styles/public-chrome.css	118	153	KEEP	2rem inside 4rem min-height; 36x50 ratio
app/styles/page-shell.css	1	485	POINTER	split header, canonical statement is app/app.css:1885
app/styles/page-shell.css	20	219	KEEP	why diagnostic output is not .prose pre; overflow-x rule
app/styles/page-shell.css	44	75	KEEP	prose keeps its own measure, does not stretch
app/styles/page-shell.css	50	221	KEEP	why header and footer are one chrome
app/styles/page-shell.css	59	207	KEEP	why both insets must match
app/styles/page-shell.css	73	152	KEEP	specificity (0,1,0) repointed at (0,2,0)
app/styles/page-shell.css	79	422	KEEP	specificity (0,2,1) and (0,2,0) against base (0,1,1)
app/styles/page-shell.css	103	508	KEEP	WCAG 2.2 2.5.8 and the inline-link exception deliberately not taken
app/styles/page-shell.css	119	25	CUT	bare section label, no rule
app/styles/page-shell.css	120	394	KEEP	why the shell owns the viewport; double-scroll forbidden
app/styles/chrome-nav.css	1	489	POINTER	split header, canonical statement is app/app.css:1885
app/styles/chrome-nav.css	11	318	KEEP	why every class is defined here; Tailwind never sees D1 markup
app/styles/chrome-nav.css	18	751	KEEP	why --control-h lives here; check:contrast parses :root
app/styles/chrome-nav.css	34	230	KEEP	why wrapping is needed in both places
app/styles/chrome-nav.css	43	940	KEEP	v4 no-visited ruling, specificity (0,2,1) vs (0,1,1), proved
app/styles/chrome-nav.css	61	359	KEEP	why the box grew and the text did not move
app/styles/chrome-nav.css	77	803	KEEP	why chrome values are borrowed; no unmeasured pair enters
app/styles/chrome-nav.css	105	565	CUT	history: describes two rules that no longer exist
app/styles/chrome-nav.css	114	2068	KEEP	the cascade mechanism for the theme toggle, no-script correctness
app/styles/chrome-nav.css	153	146	KEEP	shared height; falls back to auto where --control-h is out of scope
app/styles/chrome-nav.css	164	62	KEEP	WCAG 2.2 target size, 28px square above the 24px floor
app/styles/chrome-nav.css	180	183	KEEP	the default layer: no cookie, the machine decides
app/styles/chrome-nav.css	197	124	KEEP	the explicit layer outranks the media query
app/styles/skip-link.css	1	486	POINTER	split header, canonical statement is app/app.css:1885
app/styles/skip-link.css	11	304	KEEP	the progressive-enhancement floor for everything below
app/styles/skip-link.css	18	760	KEEP	why the skip link takes the inverted pair; collision checked
app/styles/skip-link.css	42	260	KEEP	measured ~1.1:1; specificity (0,1,1) wins on order
app/styles/motion-print.css	1	81	KEEP	reduced motion is instant, never absent
app/styles/motion-print.css	20	36	CUT	bare section label
app/styles/motion-print.css	22	502	KEEP	prohibition: must not become a theme token, with the reason
app/styles/motion-print.css	66	206	KEEP	why [data-enhanced] is carried; outranking
app/styles/motion-print.css	77	72	KEEP	why link targets are spelled out in print
app/styles/motion-print.css	96	1821	KEEP	measured frame counts and timings; the opt-out prohibition
app/styles/search-trigger.css	1	435	POINTER	split header, canonical statement is app/app.css:1885
app/styles/search-trigger.css	11	219	KEEP	enhancement-only scope; no-script reader sees none of it
app/styles/search-trigger.css	15	1017	KEEP	ruling, rule 2 grounds, 24px floor, shared --control-h
app/styles/shell.css	1	1238	KEEP	carries the imported-last cascade fact; the rest is history
app/styles/shell.css	25	1190	KEEP	.tracks not .page, the track is the measure
app/styles/shell.css	50	593	KEEP	measured scrollWidth 340 against clientWidth 320
app/styles/shell.css	78	479	KEEP	single-direction flow spacing; specificity (0,1,2) vs (0,1,1)
app/styles/shell.css	110	324	KEEP	footer prohibitions: no fill, no logo repeat, no social row
app/styles/prose.css	1	81	CUT	bare section separator
app/styles/prose.css	56	1223	KEEP	why the LQIP split is here and not inline; cover not stretch
app/styles/prose.css	85	835	KEEP	rule 2 underline exemption and the ground it rests on
app/styles/prose.css	120	746	KEEP	measured 4.35:1 under the 4.5 floor; opacity invisible to the gate
app/styles/prose.css	139	780	KEEP	why Plot's style block is stripped; two reasons
app/styles/prose.css	160	54	KEEP	names what references the declaration
app/styles/prose.css	176	270	KEEP	why the table is collapsed and where the accessible name sits
app/styles/prose.css	196	1130	KEEP	why a diagram is an img and why there are two; display:none deliberate
app/styles/prose.css	277	908	KEEP	measured 2px overflow at 320 on CI; why anywhere not break-word
app/styles/prose.css	292	739	KEEP	prohibition: no second declaration, no per-theme block, one owner
app/styles/prose.css	311	141	KEEP	why em rather than a fixed pixel size
app/styles/prose.css	316	353	KEEP	the border is load-bearing, with the failure it prevents
app/styles/prose.css	322	269	KEEP	why the fallback keeps --swatch out of the theme blocks
app/styles/prose.css	327	154	KEEP	prohibition: the chip never absorbs the shrink
app/styles/prose.css	333	898	KEEP	ratified forced-colors policy; forced-color-adjust deliberately unused
app/styles/prose.css	357	137	KEEP	why it is set here too, for unlisted languages
app/styles/prose.css	366	42	KEEP	provenance: markup is emitted by remark-gfm and cannot be changed
app/styles/prose.css	375	76	KEEP	provenance of the visually hidden heading
app/styles/prose.css	376	540	KEEP	one owner, rule 17; the cascade position that stopped being reliable
app/styles/prose.css	387	148	KEEP	why anchors are hidden but keyboard reachable
app/styles/prose.css	389	362	KEEP	WCAG 2.2 2.5.8 measured at 14.8 x 29
app/styles/prose.css	406	1150	KEEP	why the reveal is scoped to hover; partial opacity invisible to the gate
app/styles/prose.css	440	939	KEEP	why the theme background is dropped; gate holds 4.5:1 on both surfaces
app/styles/prose.css	461	263	KEEP	measured against real pipeline output rather than assumed
app/styles/prose.css	469	512	KEEP	why only a span declaring its own background is matched; inherit trap
app/styles/blog-index.css	18	80	KEEP	tag chips are links so filtering works with no script
app/styles/blog-index.css	31	39	KEEP	24px minimum target, WCAG 2.2 AA
app/styles/blog-index.css	52	1149	KEEP	token not opacity; check:contrast structurally cannot see opacity
app/styles/blog-index.css	137	902	KEEP	measured 39x23 and 33x23 against the 24px floor
app/styles/blog-index-extras.css	1	39	CUT	bare section label
app/styles/post-shell.css	1	479	POINTER	split header, canonical statement is app/app.css:1885
app/styles/post-shell.css	11	81	CUT	bare section separator
app/styles/post-shell.css	55	445	KEEP	WCAG 2.2 2.5.8 measured at 497.6 x 22.5
app/styles/post-shell.css	82	298	CUT	separator plus history of what was added on a date
app/styles/post-shell.css	87	210	KEEP	why the dek is a standfirst, not a first paragraph
app/styles/post-shell.css	97	173	KEEP	why the height is left to the image; D1 stores no dimensions
app/styles/post-shell.css	111	105	KEEP	why title and description must not run together
app/styles/post-shell.css	121	129	KEEP	hard rule 5: pinned bordered target takes --border-strong
app/styles/post-shell.css	145	139	KEEP	why the share row inherits .post-actions
app/styles/post-shell.css	151	211	KEEP	why one bordered-target style rather than two
app/styles/post-enhancements.css	1	40	CUT	restates the class name
app/styles/post-enhancements.css	13	49	CUT	restates the class name
app/styles/post-enhancements.css	19	19	CUT	bare label
app/styles/post-enhancements.css	43	1161	KEEP	why the room is reserved conditionally; two rules, two browsers
app/styles/post-enhancements.css	106	449	KEEP	why the band is neutral; gate holds tokens on both surfaces
app/styles/post-enhancements.css	125	44	CUT	restates the class name
app/styles/post-enhancements.css	143	29	CUT	restates the class name
app/styles/post-enhancements.css	148	639	KEEP	top layer beats any z-index race; why ::backdrop not background
app/styles/post-enhancements.css	173	198	KEEP	ratified scrim at the heavier lightbox weight, with the why
app/styles/post-enhancements.css	188	378	KEEP	why a visible close exists; hard rule 5 border
app/styles/post-enhancements.css	216	58	KEEP	agent actions are plain links that work without script
app/styles/post-enhancements.css	244	652	KEEP	why mentions joins rather than copies; no new colour token
app/styles/post-enhancements.css	281	113	KEEP	why citation entries need air and no marker
app/styles/post-enhancements.css	294	140	KEEP	why anywhere: a 280-character excerpt with no spaces
app/styles/blog-search.css	1	438	POINTER	split header, canonical statement is app/app.css:1885
app/styles/blog-search.css	11	208	KEEP	Layer 0 must work with scripting off
app/styles/blog-search.css	15	821	KEEP	measured 1216 from x=32 against 768 from x=256; records the mirror
app/styles/blog-search.css	55	27	KEEP	names the criterion the min-height exists for
app/styles/search-page.css	116	145	KEEP	why gold not purple; rule 6 keeps purple off signalling
app/styles/search-page.css	139	79	CUT	bare section label
app/styles/ask.css	14	54	KEEP	24px minimum target with its source
app/styles/ask.css	26	110	KEEP	why the generated answer carries a visible edge
app/styles/projects.css	1	447	POINTER	split header, canonical statement is app/app.css:1885
app/styles/projects.css	11	1480	KEEP	binding rule 7; auto-fit collapses with no breakpoint or script
app/styles/projects.css	55	148	KEEP	why the metric leads: a number before a claim
app/styles/projects.css	78	135	KEEP	why the date is never absent
app/styles/projects.css	104	303	KEEP	why no bullet: it would promise an ordering the list lacks
app/styles/projects.css	131	142	KEEP	rule 1: status never carried by colour alone
app/styles/projects.css	164	157	KEEP	rule 2 exemption applies to the shape, not the colour
app/styles/projects.css	174	505	KEEP	why auto margin needs to be the last flex child
app/styles/projects.css	191	234	KEEP	why the citations sit last and the order that produces
app/styles/projects.css	199	226	KEEP	heading element for the outline, label type so it does not compete
app/styles/projects.css	211	127	KEEP	why stacked: a flex row would hyphenate two long titles
app/styles/projects.css	224	156	KEEP	why the leading is tightened for wrapped titles
app/styles/projects.css	230	54	CUT	bare label
app/styles/publications.css	1	1398	KEEP	why it is a separate sheet; the token names differ from the original
app/styles/publications.css	29	217	KEEP	filter state in the URL, nothing needs scripting
app/styles/publications.css	51	74	KEEP	measured 40px against the 24px minimum
app/styles/publications.css	57	154	KEEP	the narrow underline exemption and its ground
app/styles/publications.css	76	476	KEEP	not opacity; the gate cannot see alpha, and the gap is recorded
app/styles/publications.css	132	82	CUT	pure separator rule
app/styles/publications.css	193	308	KEEP	edge and text tokens are NOT interchangeable, with the reason
app/styles/publications.css	228	147	KEEP	why only the wrap behaviour is its own
app/styles/publications.css	234	379	KEEP	why the paper page reuses names rather than restating them
app/styles/publications.css	248	220	KEEP	measured: the longest title is 150 characters, four lines of display
app/styles/publications.css	306	142	KEEP	why the export row reads as a caption, not a control
app/styles/publications.css	316	230	KEEP	why numbered; order is meaningful, longest runs to 50 entries
app/styles/publications.css	346	238	KEEP	why set apart by space rather than a rule or tint
app/styles/publications.css	357	263	KEEP	why deposits sit under the abstract, not in the link row
app/styles/publications.css	372	717	KEEP	why tinted, the opposite of the choice two rules above
app/styles/palette-dialog.css	10	119	KEEP	why the dialog sits high rather than centred
app/styles/palette-dialog.css	16	206	KEEP	ratified scrim; warns one role had two owners agreeing by luck
app/styles/palette-dialog.css	55	600	KEEP	2.4.7 prohibition; why :focus-visible rather than :focus
app/styles/palette-dialog.css	193	62	CUT	restates the declaration below it
app/styles/palette-dialog.css	210	79	CUT	bare section label
app/styles/playground.css	1	457	POINTER	split header, canonical statement is app/app.css:1885
app/styles/playground.css	11	637	KEEP	binding rule 7 read correctly; rule 1, nothing distinguished by hue
app/styles/playground.css	47	105	KEEP	the row wraps, so no breakpoint and no script
app/styles/playground.css	83	42	KEEP	24px minimum target, WCAG 2.2 2.5.8
app/styles/playground.css	126	157	KEEP	why the cap is stated in the UI and not only enforced
app/styles/playground.css	135	160	KEEP	real URLs, shareable, work with scripting off
app/styles/playground.css	168	138	KEEP	the one legitimate inline colour: the reader's own input
app/styles/playground.css	202	80	KEEP	wide content scrolls in its own box; the body never scrolls sideways
app/styles/playground.css	225	224	KEEP	measured 26px overflow clipping the fused total
app/styles/playground.css	256	220	KEEP	h3 under h2 keeps the outline ordered
app/styles/playground.css	268	223	KEEP	why the snippet is deliberately not highlighted
app/styles/playground.css	282	255	KEEP	why nothing is added here; prose.css owns the treatment
app/styles/playground.css	294	116	KEEP	why the first-block top margin is removed inside a pane
